organisasjonsnummer,navn,organisasjonsform,registreringsdatoEnhetsregisteret,antallAnsatte,forretningsadresse,stiftelsesdato,vedtektsdato,vedtektsfestetFormaal,aktivitet,links,sisteInnsendteAarsregnskap,kommune,overordnetEnhet
886172672,SESSION SANDVIKA AS,Aksjeselskap,2003-10-23,21,"Kirkegata 17, 4006 STAVANGER",2003-10-01,2014-01-30,NaN,NaN,[],2022,STAVANGER,nan
976256174,SESSION STAVANGER AS,Aksjeselskap,1996-04-02,10,"Kirkegata 17, 4006 STAVANGER",1996-03-26,2002-06-19,NaN,NaN,[],2022,STAVANGER,nan
928512576,SH & M QURAISHI,Enkeltpersonforetak,2022-01-10,46,"c/o Morsal Quraishi, Bolignummer H0402, Morgedalsveien 24, 4021 STAVANGER",,,NaN,NaN,[],,STAVANGER,nan
927178028,SHEKHY AS,Aksjeselskap,2021-06-01,12,"Haakon VIIs gate 8, 4005 STAVANGER",2021-05-05,2022-07-07,NaN,NaN,[],2022,STAVANGER,nan
822396992,SHIPSHAVE AS,Aksjeselskap,2019-03-15,10,"Prof. Olav Hanssens v. 7A, 4021 STAVANGER",2019-02-26,2022-12-02,NaN,NaN,[],2022,STAVANGER,nan
914286336,SHORELINE AS,Aksjeselskap,2014-10-11,14,"Bryggerikaien 12, 4014 STAVANGER",2014-09-29,2022-03-24,NaN,NaN,[],2022,STAVANGER,nan
919161558,SHOW OFF AS,Aksjeselskap,2017-06-20,13,"Luramyrveien 17, 4313 SANDNES",2017-05-31,2018-03-12,NaN,NaN,[],2022,SANDNES,nan
929002768,SHOWBAR AS,Aksjeselskap,2022-03-29,16,"Kongsgårdbakken 1, 4005 STAVANGER",2022-02-02,2022-02-02,NaN,NaN,[],2022,STAVANGER,nan
930117765,SIAM MANAGEMENT CHUTIKARN KARNCHANAWATTHANAKON,Enkeltpersonforetak,2022-10-28,13,"Langgata 92A, 4306 SANDNES",,,NaN,NaN,[],,SANDNES,nan
829512092,SIDEGIG AS,Aksjeselskap,2022-07-26,25,"Tinfabriken, Ryfylkegata 45, 4014 STAVANGER",2022-06-13,2022-06-13,NaN,NaN,[],2022,STAVANGER,nan
976700376,SIG HALVORSEN AS,Aksjeselskap,1996-08-30,237,"Bedriftsveien 14, 4313 SANDNES",1996-08-30,2010-01-25,NaN,NaN,[],2022,SANDNES,nan
916560273,SIGLAR CARBON AS,Aksjeselskap,2016-01-14,21,"Løkkeveien 107, 4007 STAVANGER",2016-01-05,2023-09-20,NaN,NaN,[],2022,STAVANGER,nan
917356181,SIMEX ELEKTRO AS,Aksjeselskap,2016-06-22,31,"Godesetdalen 24, 4034 STAVANGER",2016-06-08,2020-10-21,NaN,NaN,[],2022,STAVANGER,nan
917718393,SIMEX RØR AS,Aksjeselskap,2016-09-14,43,"Godesetdalen 24, 4034 STAVANGER",2016-09-01,2020-02-04,NaN,NaN,[],2022,STAVANGER,nan
916885652,SIRKUS RENAA FABRIKKEN AS,Aksjeselskap,2016-03-14,25,"Lagårdsveien 61, 4010 STAVANGER",2016-02-15,2020-08-03,NaN,NaN,[],2022,STAVANGER,nan
925441465,SIRKUS RENAA LAGÅRDSVEIEN AS,Aksjeselskap,2020-08-11,41,"Lagårdsveien 61, 4010 STAVANGER",2020-07-14,2020-07-14,NaN,NaN,[],2022,STAVANGER,nan
929882598,SIRKUS ØSTERVÅG AS,Aksjeselskap,2022-09-21,23,"Østervåg 30, 4006 STAVANGER",2022-08-29,2022-08-29,NaN,NaN,[],2022,STAVANGER,nan
966811714,SJO FASTING AS,Aksjeselskap,1995-03-12,12,"Havnegata 16, 4306 SANDNES",1993-05-01,2009-08-28,NaN,NaN,[],2022,SANDNES,nan
946585068,Skagen Brygge Hotell A/S,Aksjeselskap,1995-02-19,46,"Skagenkaien 30, 4006 STAVANGER",1988-03-15,2021-01-21,NaN,NaN,[],2022,STAVANGER,nan
917464464,SKAGEN EIENDOMSDRIFT AS,Aksjeselskap,2016-07-13,13,"Luramyrveien 75, 4313 SANDNES",2016-06-22,2016-06-22,NaN,NaN,[],2022,SANDNES,nan
974462176,SKAGEN TRAFIKKSKOLE AS,Aksjeselskap,1995-05-30,25,"Kannikgata 22, 4008 STAVANGER",1995-01-01,2020-05-22,NaN,NaN,[],2022,STAVANGER,nan
964472645,SKARPNES RØR AS,Aksjeselskap,1995-02-20,23,"Svilandveien 92, 4338 SANDNES",1992-06-30,2014-06-10,NaN,NaN,[],2022,SANDNES,nan
924703822,SKARTVEIT GJESTEHAVN AS,Aksjeselskap,2020-03-05,23,"Eikevegen 221, 4182 SKARTVEIT",2020-02-21,2020-02-21,NaN,NaN,[],2022,STAVANGER,nan
922960526,SKARTVEIT STASJONSDRIFT AS,Aksjeselskap,2019-06-25,19,"Restaurationveien 10, 4085 HUNDVÅG",2019-05-24,2019-05-24,NaN,NaN,[],2022,STAVANGER,nan
958313632,SKAU GULV AS,Aksjeselskap,1995-02-19,31,"Vibemyr, Bedriftsveien 26, 4313 SANDNES",1990-08-01,2020-10-16,NaN,NaN,[],2022,SANDNES,nan
913111818,SKAVLAND GARTNERI AS,Aksjeselskap,2014-01-22,74,"Gard, 4163 TALGJE",2014-01-03,2014-05-16,NaN,NaN,[],2022,STAVANGER,nan
912757080,SKEIDAR TVEDTSENTERET AS,Aksjeselskap,2013-11-16,15,"Lagerveien 2, 4033 STAVANGER",2013-10-31,2014-09-23,NaN,NaN,[],2022,STAVANGER,nan
913369947,SKEIE SEATING AS,Aksjeselskap,2014-03-14,12,"Vestre Svanholmen 13, 4313 SANDNES",2014-03-12,2023-04-04,NaN,NaN,[],2022,SANDNES,nan
977459672,SKIPPER WORSE AS,Aksjeselskap,1997-04-17,21,"Erling Skjalgssons allé 10, 4009 STAVANGER",1997-03-17,1997-03-17,NaN,NaN,[],2022,STAVANGER,nan
980948013,SKJELDE DAGLIGVARE AS,Aksjeselskap,1999-07-26,18,"Bråde 2, 4046 HAFRSFJORD",1999-05-31,2004-04-13,NaN,NaN,[],2022,STAVANGER,nan
969171597,SKJÆVELAND GARDSUTSALG,Enkeltpersonforetak,1995-02-20,31,"Jærveien 352, 4322 SANDNES",,,NaN,NaN,[],,SANDNES,nan
943611432,SKJÆVELAND GRUPPEN AS,Aksjeselskap,1995-03-12,73,"Vagleskogveien 10, 4322 SANDNES",1987-01-02,2021-10-25,NaN,NaN,[],2022,SANDNES,nan
929729161,SKRETTING AQUACULTURE RESEARCH CENTRE AS,Aksjeselskap,1995-03-12,89,"Sjøhagen 3, 4016 STAVANGER",1980-10-06,2006-05-10,NaN,NaN,[],2022,STAVANGER,nan
920995217,SKAARLAND & VASVIK ENTREPRENØR AS,Aksjeselskap,2018-06-13,23,"Lutsiveien 39, 4309 SANDNES",2018-05-28,2018-05-28,NaN,NaN,[],2022,SANDNES,nan
923117687,SMARTHOTEL BODØ AS,Aksjeselskap,2019-07-23,28,"Luramyrveien 12, 4313 SANDNES",2019-06-21,2019-12-20,NaN,NaN,[],2022,SANDNES,nan
828841572,SMEDVIG EIENDOM AS,Aksjeselskap,1995-02-19,47,"Øvre Strandgate 124, 4005 STAVANGER",1935-12-07,2015-04-21,NaN,NaN,[],2022,STAVANGER,nan
921197004,SMÅ SPOR AS,Aksjeselskap,2018-07-26,11,"Breigata 10, 4006 STAVANGER",2018-07-06,2018-07-06,NaN,NaN,[],2022,STAVANGER,nan
880708872,SODEXO REMOTE SITES NORWAY AS,Aksjeselskap,1999-05-07,39,"Vassbotnen 1, 4313 SANDNES",1998-12-03,2011-10-24,NaN,NaN,[],2022,SANDNES,nan
914012759,SOFACOMPANY NORGE AS,Aksjeselskap,2014-09-09,38,"Madlakrossen 23, 4042 HAFRSFJORD",2014-08-15,2018-11-27,NaN,NaN,[],2022,STAVANGER,nan
912469042,SOILTECH OFFSHORE SERVICES AS,Aksjeselskap,2013-09-19,74,"Koppholen 25, 4313 SANDNES",2013-08-27,2017-02-18,NaN,NaN,[],2022,SANDNES,nan
818717512,SOKN CAMPING AS,Aksjeselskap,2017-03-29,10,"Åmøyveien 69, 4158 BRU",2017-01-23,2017-01-23,NaN,NaN,[],2022,STAVANGER,nan
829749602,SOLA LAVPRIS AS,Aksjeselskap,2022-09-01,18,"Jonsokveien 3, 4322 SANDNES",2022-07-08,2023-03-03,NaN,NaN,[],,SANDNES,nan
917866228,SOLHÅLÅ AS,Aksjeselskap,2016-10-12,27,"Østervåg 37, 4006 STAVANGER",2016-09-20,2016-09-20,NaN,NaN,[],2022,STAVANGER,nan
926282743,SOLIDO BYGG AS,Aksjeselskap,2021-01-08,10,"Luramyrveien 15, 4313 SANDNES",2020-10-28,2022-12-28,NaN,NaN,[],2022,SANDNES,nan
943506698,SOLLAND ELEKTRO AS,Aksjeselskap,1995-02-19,46,"Pedersgata 110, 4014 STAVANGER",1987-03-12,2006-09-20,NaN,NaN,[],2022,STAVANGER,nan
941460429,SOLON SØRVEST AS,Aksjeselskap,1995-02-19,10,"Haakon VIIs gate 8, 4005 STAVANGER",1986-06-16,2020-04-01,NaN,NaN,[],2022,STAVANGER,nan
929897404,SOLVANG ASA,Allmennaksjeselskap,1995-03-12,43,"Strandkaien 36, 4005 STAVANGER",1936-10-24,2019-05-28,NaN,NaN,[],2022,STAVANGER,nan
931182404,SOMMERFELDT INNE & UTE AS,Aksjeselskap,2023-04-12,10,"Seehusens gate 28, 4024 STAVANGER",2023-03-30,2023-03-30,NaN,NaN,[],,STAVANGER,nan
922413045,SOOLO AS,Aksjeselskap,2019-03-19,11,"Welhavens vei 15, 4319 SANDNES",2019-02-22,2023-05-11,NaN,NaN,[],2022,SANDNES,nan
919363037,SOPIHOP AS,Aksjeselskap,2017-08-07,27,"Flintegata 6, 4016 STAVANGER",2017-07-11,2017-12-29,NaN,NaN,[],2022,STAVANGER,nan
937895321,SPAREBANK 1 SR-BANK ASA,Allmennaksjeselskap,1995-02-19,1140,"Christen Tranes gate 35, 4007 STAVANGER",1976-10-01,2023-10-26,NaN,NaN,[],2022,STAVANGER,nan
936523919,SPESIALGROSSISTEN MATFYLKET AS,Aksjeselskap,1995-02-19,17,"Koppholen 5, 4313 SANDNES",1985-01-02,2019-04-10,NaN,NaN,[],2022,SANDNES,nan
927270285,SPISOH AS,Aksjeselskap,2021-06-16,10,"Njordkroken 4, 4028 STAVANGER",2021-05-10,2022-09-07,NaN,NaN,[],2022,STAVANGER,nan
979753543,SPORT & REKREASJON AS,Aksjeselskap,1998-04-15,19,"Gamle Stokkavei 48, 4313 SANDNES",1998-02-17,1998-02-17,NaN,NaN,[],2022,SANDNES,nan
820548442,SPORT OUTLET KILDEN 73 AS,Aksjeselskap,2018-03-06,18,"c/o Kilden Kjøpesenter, Gartnerveien 15, 4016 STAVANGER",2018-02-23,2020-12-15,NaN,NaN,[],2022,STAVANGER,nan
922168768,SPORT OUTLET KVADRAT 71 AS,Aksjeselskap,2019-02-05,15,"c/o Kvadrat Kjøpesenter, Gamle Stokkavei 1, 4313 SANDNES",2019-01-09,2020-06-30,NaN,NaN,[],2022,SANDNES,nan
828414852,SPORT OUTLET MADLA 82 AS,Aksjeselskap,2021-12-20,13,"Amfi Madla, Madlakrossen 7, 4042 HAFRSFJORD",2021-11-17,2022-01-04,NaN,NaN,[],2022,STAVANGER,nan
916898843,SPORT OUTLET SANDNES AS,Aksjeselskap,2016-03-15,11,"Vågsgata 16, 4306 SANDNES",2016-02-25,2016-10-31,NaN,NaN,[],2022,SANDNES,nan
963025084,SPORTY INTERSPORT AS,Aksjeselskap,1995-02-20,63,"Madlakrossen 9, 4042 HAFRSFJORD",1991-12-27,2020-11-09,NaN,NaN,[],2022,STAVANGER,nan
926104837,SPRINKTEC AS,Aksjeselskap,2020-12-04,11,"Stavangerveien 28, 4313 SANDNES",2020-11-03,2023-07-05,NaN,NaN,[],2022,SANDNES,nan
976993241,ST. JOHANNES SOKN,Den norske kirke,1997-01-27,68,"Høgsfjordgata 8, 4014 STAVANGER",,,NaN,NaN,[],,STAVANGER,nan
974676966,STACAP AS,Aksjeselskap,1995-07-11,26,"Lura, Gamle Stokkavei 1, 4313 SANDNES",1995-07-06,2006-12-14,NaN,NaN,[],2022,SANDNES,nan
826942002,STAFR CONSULTING AS,Aksjeselskap,2021-04-14,12,"Niels Juels gate 50, 4008 STAVANGER",2021-02-22,2022-11-28,NaN,NaN,[],2022,STAVANGER,nan
878661842,STANGELAND HANDEL AS,Aksjeselskap,1997-06-30,17,"Bergevikvegen 65, 4110 FORSAND",1997-01-01,1997-01-01,NaN,NaN,[],2022,SANDNES,nan
975825337,STARKEY NORWAY AS,Aksjeselskap,1995-10-24,13,"Auglendsdalen 81, 4017 STAVANGER",1995-10-20,2020-03-31,NaN,NaN,[],2022,STAVANGER,nan
921018924,STATENS UNDERSØKELSESKOMMISJON FOR HELSE- OG OMSORGSTJENESTEN,Organisasjonsledd,2018-06-18,29,"Forusparken 2, 4031 STAVANGER",,,NaN,NaN,[],,STAVANGER,983887406
974763230,STATSFORVALTAREN I ROGALAND,Organisasjonsledd,1995-08-09,194,"Lagårdsveien 44, 4010 STAVANGER",,,NaN,NaN,[],,STAVANGER,972417858
976855612,STAV ARKITEKTER AS,Aksjeselskap,1996-10-28,16,"Øvre Banegate 28, 4014 STAVANGER",1996-07-10,2018-01-25,NaN,NaN,[],2022,STAVANGER,nan
979890745,STAVANGER ARTISTBYRÅ AS,Aksjeselskap,1998-06-16,18,"Madlaveien 76, 4009 STAVANGER",1998-05-18,2022-11-30,NaN,NaN,[],2022,STAVANGER,nan
929993489,STAVANGER BEMANNING AS,Aksjeselskap,2022-10-06,33,"c/o Marius Log, Gjerdebakken 6, 4027 STAVANGER",2022-08-31,2023-01-13,NaN,NaN,[],2022,STAVANGER,nan
938527024,Stavanger Bygg AS,Aksjeselskap,1995-02-19,49,"Luramyrv 73 A, 4313 SANDNES",1985-12-02,2017-08-22,NaN,NaN,[],2022,SANDNES,nan
896167782,STAVANGER CHEERSPORT KLUBB,Forening/lag/innretning,2010-11-17,17,"Ishockeyveien 11, 4021 STAVANGER",2010-08-30,,NaN,NaN,[],,STAVANGER,nan
813285312,STAVANGER EIENDOMSMEGLING AS,Aksjeselskap,2014-02-25,10,"Løkkeveien 52, 4008 STAVANGER",2014-02-17,2014-02-17,NaN,NaN,[],2022,STAVANGER,nan
969939274,STAVANGER GOLFKLUBB,Forening/lag/innretning,1995-02-20,17,"Longebakke 45, 4042 HAFRSFJORD",1956-04-05,,NaN,NaN,[],2022,STAVANGER,nan
940555450,STAVANGER HAANDVÆRKERSTIFTELSE ALDERS HVILE,Forening/lag/innretning,1995-02-20,53,"Nedstrandsgata 25, 4014 STAVANGER",1859-02-14,,NaN,NaN,[],2022,STAVANGER,nan
870923422,STAVANGER IF FOTBALL,Forening/lag/innretning,1995-02-20,16,"Banksjef Kleppes gate 10, 4019 STAVANGER",1905-09-17,,NaN,NaN,[],2005,STAVANGER,nan
970403507,STAVANGER IF HÅNDBALL,Forening/lag/innretning,1995-02-20,15,"Gunnar Warebergs gate 3, 4021 STAVANGER",1905-09-17,,NaN,NaN,[],2020,STAVANGER,nan
952709003,STAVANGER INSTALLASJON AS,Aksjeselskap,1995-02-19,59,"Auglendsdalen 79, 4017 STAVANGER",1989-08-25,2003-04-23,NaN,NaN,[],2022,STAVANGER,nan
975859193,STAVANGER JAZZFORUM,Forening/lag/innretning,1995-11-07,14,"Sandvigå 7, 4007 STAVANGER",1995-03-06,,NaN,NaN,[],,STAVANGER,nan
976993403,STAVANGER KIRKELIGE FELLESRÅD,Den norske kirke,1996-12-31,244,"Klubbgata 1, 4013 STAVANGER",1996-06-06,,NaN,NaN,[],,STAVANGER,nan
964965226,STAVANGER KOMMUNE,Kommune,1995-06-07,17155,"Øvre Kleivegate 15, 4005 STAVANGER",,,NaN,NaN,[],,STAVANGER,nan
976662903,STAVANGER KOMMUNE BY- OG SAMFUNNSPLANLEGGING,Organisasjonsledd,1996-09-01,124,"Olav Kyrres gate 23, 4005 STAVANGER",1996-01-01,,NaN,NaN,[],,STAVANGER,964965226
874773182,STAVANGER KOMMUNE BYMILJØ OG UTBYGGING,Organisasjonsledd,1996-09-01,1217,"Olav Kyrres gate 19, 4005 STAVANGER",1988-04-01,,NaN,NaN,[],,STAVANGER,964965226
874766852,STAVANGER KOMMUNE HELSE OG VELFERD,Organisasjonsledd,1996-09-01,7573,"Arne Rettedals gate 12, 4008 STAVANGER",1969-02-01,,NaN,NaN,[],,STAVANGER,964965226
974781042,STAVANGER KOMMUNE SENTRALADMINISTRASJON,Organisasjonsledd,1996-09-01,815,"Olav Kyrres gate 19, 4005 STAVANGER",1995-01-01,,NaN,NaN,[],,STAVANGER,964965226
918439293,Stavanger Optikk AS,Aksjeselskap,1995-02-19,19,"Østervåg 26-28, 4013 STAVANGER",1979-03-20,2005-06-23,NaN,NaN,[],2022,STAVANGER,nan
974782766,STAVANGER PARKERINGSSELSKAP KF,Kommunalt foretak,1996-09-01,42,"St. Olavs gate 6, 4005 STAVANGER",2002-04-04,2002-04-04,NaN,NaN,[],,STAVANGER,964965226
971080426,STAVANGER SANITETSFORENING,Forening/lag/innretning,1995-02-20,15,"Madlaveien 13, 4008 STAVANGER",1897-09-10,,NaN,NaN,[],,STAVANGER,nan
969936178,STAVANGER SEILFORENING,Forening/lag/innretning,1995-02-20,19,"Karen A. Sømmes vei 3, 4077 HUNDVÅG",1906-06-29,,NaN,NaN,[],,STAVANGER,nan
976924487,STAVANGER SPAREKASSES SYKEHJEM,Stiftelse,1997-02-12,48,"Vikedalsgata 21, 4012 STAVANGER",1973-12-31,,NaN,NaN,[],2022,STAVANGER,nan
874247502,STAVANGER SYMFONIORKESTER STIFTELSE,Stiftelse,1995-03-12,109,"Sandvigå 1, 4007 STAVANGER",1984-10-29,,NaN,NaN,[],2022,STAVANGER,nan
971132957,STAVANGER TAXI AS,Aksjeselskap,1995-03-12,39,"Geitastova 14, 4031 STAVANGER",1915-02-01,2020-02-18,NaN,NaN,[],2022,STAVANGER,nan
947853171,STAVANGER TENNISKLUBB,Forening/lag/innretning,1995-03-12,54,"Gunnar Warebergs gate 9, 4021 STAVANGER",1902-04-19,,NaN,NaN,[],,STAVANGER,nan
946846856,STAVANGER TURISTFORENING,Forening/lag/innretning,1995-02-20,76,"Olav Vs gate 18, 4005 STAVANGER",1970-01-01,,NaN,NaN,[],2022,STAVANGER,nan
970179453,STAVANGER TURNFORENING,Forening/lag/innretning,1995-02-20,35,"Rektor Oldens gate 2, 4022 STAVANGER",1861-05-17,,NaN,NaN,[],2022,STAVANGER,nan
928487970,STAVANGER URBAN FOLKEHØYSKOLE AS,Aksjeselskap,2022-01-05,19,"Dues vei 9, 4009 STAVANGER",2021-11-26,2022-11-16,NaN,NaN,[],2022,STAVANGER,nan
917351090,STAVANGER UTVIKLING KF,Kommunalt foretak,2016-06-22,16,"Bergelandsgata 30, 4012 STAVANGER",2016-06-13,2022-03-28,NaN,NaN,[],,STAVANGER,964965226
971554940,STEINERSKOLEN I STAVANGER,Stiftelse,1995-02-20,45,"Skolevollen 19, 4017 STAVANGER",1981-11-10,,NaN,NaN,[],2022,STAVANGER,nan
970444459,STIFTELSEN FOLKEN,Stiftelse,1995-03-12,18,"Løkkeveien 24, 4008 STAVANGER",,2015-05-04,NaN,NaN,[],2022,STAVANGER,nan
974118580,STIFTELSEN FRUE GAMLEHJEM,Stiftelse,1995-02-23,42,"Grannesveien 13, 4020 STAVANGER",1919-04-27,,NaN,NaN,[],2022,STAVANGER,nan
971339012,STIFTELSEN KRISTEN TJENESTE,Stiftelse,1995-02-20,14,"Lagerveien 21, 4033 STAVANGER",1990-09-12,,NaN,NaN,[],2022,STAVANGER,nan
969939851,STIFTELSEN OFFSHORE NORTHERN SEAS,Stiftelse,1995-03-12,12,"Haakon VIIs gate 8, 4005 STAVANGER",1981-02-04,,NaN,NaN,[],2022,STAVANGER,nan
971427191,STIFTELSEN SANDNES GAMLEHJEM,Stiftelse,1995-02-20,19,"2 etasje, Solaveien 3, 4307 SANDNES",1965-12-31,,NaN,NaN,[],2022,SANDNES,nan
953051605,STIFTELSEN SR BANK BARNEHAGE,Stiftelse,1995-03-12,23,"Åsta Kongsmors gate 22, 4044 HAFRSFJORD",1989-02-17,2021-06-15,NaN,NaN,[],2022,STAVANGER,nan
859634192,STIFTELSEN STAVANGER ISHALL,Stiftelse,1995-02-19,14,"Ishockeyveien 7, 4021 STAVANGER",1968-10-15,2016-05-18,NaN,NaN,[],2022,STAVANGER,nan
980049515,STIFTELSEN ULLANDHAUG ØKOLOGISKE GÅRD,Stiftelse,1998-08-31,23,"Ullandhaugveien 150, 4021 STAVANGER",1997-12-01,2013-03-06,NaN,NaN,[],2022,STAVANGER,nan
895169102,STOLT BOLIG AS,Aksjeselskap,2010-02-13,37,"Folkvordveien 11, 4318 SANDNES",2010-01-20,2010-01-20,NaN,NaN,[],2022,SANDNES,nan
894710012,STORHAUG RIDEKLUBB,Forening/lag/innretning,2009-10-31,25,"Sørnestunet 11, 4015 STAVANGER",2009-09-29,,NaN,NaN,[],,STAVANGER,nan
912037029,STRAEN GYMNASTIKK- OG TURNFORENING,Forening/lag/innretning,2013-06-06,12,"c/o Marte Magnus Johannessen, Nålestien 20, 4018 STAVANGER",2013-05-26,,NaN,NaN,[],,STAVANGER,nan
938130027,STRATUM RESERVOIR (NORWAY) AS,Aksjeselskap,1995-02-19,102,"Fabrikkveien 37, 4033 STAVANGER",1985-12-23,2021-12-23,NaN,NaN,[],2022,STAVANGER,nan
954676250,STUDENTSAMSKIPNADEN I STAVANGER,Annet foretak iflg. særskilt lov,1995-02-19,180,"Rennebergstien 30, 4021 STAVANGER",,2012-12-12,NaN,NaN,[],2022,STAVANGER,nan
967671320,STUDIO ALF AVD STAVANGER AS,Aksjeselskap,1995-02-20,18,"Lars Hertervigs gate 6, 4005 STAVANGER",1993-07-01,2000-12-22,NaN,NaN,[],2022,STAVANGER,nan
921615302,STUDIO OKER AS,Aksjeselskap,2018-10-25,12,"Kvitsøygata 15, 4014 STAVANGER",2018-10-10,2022-09-05,NaN,NaN,[],2022,STAVANGER,nan
916542097,STUERENT AS,Aksjeselskap,2016-01-21,12,"Bryggerikaien 24, 4014 STAVANGER",2015-11-03,2015-11-03,NaN,NaN,[],2022,STAVANGER,nan
922324522,STYLING HABITATS AS,Aksjeselskap,2019-03-04,11,"Peer Gynts vei 2, 4019 STAVANGER",2019-02-18,2020-03-09,NaN,NaN,[],2022,STAVANGER,nan
927482568,STØYB AS,Aksjeselskap,2021-07-29,10,"Gamle Forusveien 10A, 4031 STAVANGER",2021-06-30,2021-06-30,NaN,NaN,[],2022,STAVANGER,nan
922720312,SUMO HALL TOLL AS,Aksjeselskap,2019-05-08,103,"Skansegata 2, 4006 STAVANGER",2019-04-08,2019-04-08,NaN,NaN,[],2022,STAVANGER,nan
826520272,SUMO SANDNES AS,Aksjeselskap,2021-02-03,39,"Vågsgata 33, 4306 SANDNES",2020-12-09,2020-12-09,NaN,NaN,[],2022,SANDNES,nan
930086177,SUNDEBYGG PRO AS,Aksjeselskap,2022-10-24,13,"Dusavikveien 37, 4007 STAVANGER",2022-10-06,2022-10-06,NaN,NaN,[],2022,STAVANGER,nan
921280882,SUSHI TASTA AS,Aksjeselskap,2018-08-22,19,"Randabergveien 28, 4025 STAVANGER",2018-08-08,2018-10-15,NaN,NaN,[],2022,STAVANGER,nan
918037152,SUVERENT AS,Aksjeselskap,2016-11-10,15,"Idrettsbakken 5A, 4077 HUNDVÅG",2016-10-23,2016-10-23,NaN,NaN,[],2022,STAVANGER,nan
891132212,SVANHILD VESTBØSTAD AS,Aksjeselskap,2007-04-27,22,"Postveien 142A, 4317 SANDNES",2007-03-26,2010-10-01,NaN,NaN,[],2022,SANDNES,nan
955522907,SVEINS SNARKJØP AS,Aksjeselskap,1995-02-19,24,"Boganesveien 122, 4032 STAVANGER",1989-12-27,2000-05-15,NaN,NaN,[],2022,STAVANGER,nan
916991452,SVELA BYGG AS,Aksjeselskap,2016-04-08,19,"Luramyrveien 23, 4313 SANDNES",2016-01-15,2017-01-03,NaN,NaN,[],2022,SANDNES,nan
862380592,SVERDRUP STEEL AS,Aksjeselskap,1995-03-12,50,"Strandsvingen 2, 4032 STAVANGER",1991-08-28,2022-06-20,NaN,NaN,[],2022,STAVANGER,nan
980468631,SVERRE HAGA AS,Aksjeselskap,1999-01-26,15,"Hommersåkveien 250, 4311 HOMMERSÅK",1999-01-02,2023-06-08,NaN,NaN,[],2022,SANDNES,nan
911681226,SVILAND BISTRO AS,Aksjeselskap,2013-03-16,10,"Espelandveien 249, 4337 SANDNES",2013-02-15,2021-08-19,NaN,NaN,[],2022,SANDNES,nan
924535407,SVILAND FUS BARNEHAGE AS,Aksjeselskap,2020-02-03,17,"Svilandveien 215, 4337 SANDNES",2019-09-24,2019-09-24,NaN,NaN,[],2022,SANDNES,nan
977675049,SVILAND TRANSPORT AS,Aksjeselskap,1997-05-30,48,"Fosseikeveien 19, 4323 SANDNES",1997-05-15,2003-09-01,NaN,NaN,[],2022,SANDNES,nan
828956612,SVIPP AS,Aksjeselskap,1995-02-19,36,"Larsamyrå 10, 4313 SANDNES",1980-05-20,2020-10-14,NaN,NaN,[],2022,SANDNES,nan
961122422,SVITHUN ELEKTRO AS,Aksjeselskap,1995-02-20,26,"Brannstasjonsveien 18, 4312 SANDNES",1991-06-20,2009-12-15,NaN,NaN,[],2022,SANDNES,nan
963039859,SYKKELSHOP HILLEVÅG AS,Aksjeselskap,1995-02-20,12,"Torgv 15, 4016 STAVANGER",1991-12-20,1995-02-22,NaN,NaN,[],2022,STAVANGER,nan
948710854,SYKKELSHOP SANDNES AS,Aksjeselskap,1995-03-12,26,"Ivar Aasens gate 5, 4306 SANDNES",1988-05-01,2012-10-15,NaN,NaN,[],2022,SANDNES,nan
936653286,SYNSENTERET AS,Aksjeselskap,1995-02-19,22,"Kirkegata 26, 4006 STAVANGER",1985-02-26,2002-09-27,NaN,NaN,[],2022,STAVANGER,nan
929387384,SYSTEMAIR AS,Aksjeselskap,1995-02-19,135,"Luramyrveien 38, 4313 SANDNES",1962-01-02,2003-12-29,NaN,NaN,[],2022,SANDNES,nan
976895703,SØLVBERGET BLOMSTER ANS,Ansvarlig selskap med solidarisk ansvar,1996-11-12,12,"Breitorget 6, 4006 STAVANGER",1996-10-01,2018-01-26,NaN,NaN,[],,STAVANGER,nan
956378222,T AASEN SOLSKJERMING AS,Aksjeselskap,1995-02-19,17,"Forusparken 28, 4031 STAVANGER",1989-12-12,2020-07-08,NaN,NaN,[],2022,STAVANGER,nan
911571757,TAKST TEAM AS,Aksjeselskap,2013-02-16,15,"Løkkeveien 87, 4008 STAVANGER",2013-01-26,2021-02-02,NaN,NaN,[],2022,STAVANGER,nan
879207142,TANANGER OFFSHORE AS,Aksjeselskap,1997-09-11,14,"Kvernevik Ring 177, 4048 HAFRSFJORD",1997-09-01,2022-09-28,NaN,NaN,[],2022,STAVANGER,nan
980401359,TANNLEGENE HETLAND AS,Aksjeselskap,1999-02-01,14,"Hinnasvingene 50, 4020 STAVANGER",1998-12-14,2022-10-31,NaN,NaN,[],2022,STAVANGER,nan
976562909,TASTA PIZZA AS,Aksjeselskap,1996-07-05,26,"Randabergveien 100, 4027 STAVANGER",1996-07-01,2020-09-13,NaN,NaN,[],2022,STAVANGER,nan
923745475,TBE BEMANNING AS,Aksjeselskap,2019-11-01,133,"Hillevågsveien 100, 4016 STAVANGER",2019-10-04,2023-03-21,NaN,NaN,[],2022,STAVANGER,nan
979836546,TDW OFFSHORE SERVICES AS,Aksjeselskap,1998-05-13,68,"Fabrikkveien 15, 4033 STAVANGER",1998-05-05,2009-01-22,NaN,NaN,[],2022,STAVANGER,nan
