orgnr,role,company_name,company_orgnr,last_changed
974247488,Deltakere,GJESDAL KOMMUNE,964978573,2021-05-11
974247488,Deltakere,HAUGESUND KOMMUNE,944073787,2021-05-11
974247488,Deltakere,HJELMELAND KOMMUNE,864979092,2021-05-11
974247488,Deltakere,HÅ KOMMUNE,964969590,2021-05-11
974247488,Deltakere,KARMØY KOMMUNE,940791901,2021-05-11
974247488,Deltakere,KLEPP KOMMUNE,864969682,2021-05-11
974247488,Deltakere,KVITSØY KOMMUNE,964979634,2021-05-11
974247488,Deltakere,LUND KOMMUNE,964966486,2021-05-11
974247488,Deltakere,RANDABERG KOMMUNE,934945514,2021-05-11
974247488,Deltakere,SANDNES KOMMUNE,964965137,2021-05-11
974247488,Deltakere,SAUDA KOMMUNE,964979367,2021-05-11
974247488,Deltakere,SOKNDAL KOMMUNE,964965692,2021-05-11
974247488,Deltakere,SOLA KOMMUNE,948243113,2021-05-11
974247488,Deltakere,STRAND KOMMUNE,964978751,2021-05-11
974247488,Deltakere,SULDAL KOMMUNE,964979189,2021-05-11
974247488,Deltakere,TIME KOMMUNE,859223672,2021-05-11
974247488,Deltakere,TYSVÆR KOMMUNE,964979812,2021-05-11
974247488,Deltakere,UTSIRA KOMMUNE,964979901,2021-05-11
974247488,Deltakere,VINDAFJORD KOMMUNE,988893226,2021-05-11
974247488,Deltakere,ROGALAND FYLKESKOMMUNE,971045698,2021-05-11
974247488,Deltakere,"HAUGALAND', 'KONTROLLUTVALGSSEKRETARIAT IKS",987635460,2021-05-11
974247488,Deltakere,IVAR IKS,871035032,2021-05-11
974247488,Revisor,BDO AS,993606650,2012-02-15
974247488,Regnskapsfører,ØKO REGNSKAP AS,928040747,2022-12-13
970997954,Revisor,KPMG AS,935174627,2010-12-14
960496671,Revisor,DELOITTE AS,980211282,2016-09-29
914482348,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2014-11-18
980404048,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2011-12-01
915558410,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2015-06-19
918710779,Revisor,REVICOM AS,931282506,2022-07-06
918681752,Regnskapsfører,NUMBERS AS,919948329,2019-06-11
971340347,Revisor,ABACUS REVISJON AS,913094751,2015-04-20
871035032,Deltakere,SANDNES KOMMUNE,964965137,2016-12-01
871035032,Deltakere,STAVANGER KOMMUNE,964965226,2016-12-01
871035032,Deltakere,HÅ KOMMUNE,964969590,2016-12-01
871035032,Deltakere,KLEPP KOMMUNE,864969682,2016-12-01
871035032,Deltakere,TIME KOMMUNE,859223672,2016-12-01
871035032,Deltakere,GJESDAL KOMMUNE,964978573,2016-12-01
871035032,Deltakere,SOLA KOMMUNE,948243113,2016-12-01
871035032,Deltakere,RANDABERG KOMMUNE,934945514,2016-12-01
871035032,Deltakere,"FINNØY KOMMUNE', 'UNDER SLETTING FRA 01.01.2020",938633029,2016-12-01
871035032,Deltakere,"RENNESØY KOMMUNE', 'UNDER SLETTING FRA 01.01.2020",964979545,2016-12-01
871035032,Deltakere,KVITSØY KOMMUNE,964979634,2016-12-01
871035032,Deltakere,STRAND KOMMUNE,964978751,2016-12-01
871035032,Deltakere,HJELMELAND KOMMUNE,864979092,2016-12-01
871035032,Revisor,BDO AS,993606650,2017-09-28
927371022,Revisor,IDSØ & RAVNÅS REVISJON AS,989048732,2023-06-01
927371022,Regnskapsfører,SUMMARUM AS,912444538,2021-07-02
914279283,Regnskapsfører,BRAINIACS AS,921966490,2022-02-22
915675212,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-04-17
915675212,Regnskapsfører,BRAINIACS AS,921966490,2022-02-22
925573124,Revisor,ERNST & YOUNG AS,976389387,2020-09-02
925573124,Regnskapsfører,REMA 1000 NORGE AS,982254604,2020-09-02
878600592,Revisor,REVISJON RYFYLKE AS,983549896,2001-10-11
878600592,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2022-03-04
979713894,Revisor,RSM NORGE AS,982316588,2018-07-04
922723605,Revisor,RSM NORGE AS,982316588,2019-05-09
921425945,Revisor,IDSØ & RAVNÅS REVISJON AS,989048732,2018-09-19
921425945,Regnskapsfører,PROPLAN REGNSKAP AS,896896482,2018-11-05
947445499,Revisor,ABACUS REVISJON AS,913094751,2015-09-17
947445499,Regnskapsfører,ØKO REGNSKAP AS,928040747,2023-12-12
947445499,Regnskapsfører,STAVANGER REGNSKAP AS,989767631,2023-12-12
974988577,Revisor,REVISJON VEST AS,982519411,2005-08-20
974988577,Regnskapsfører,"JANSSON & LARSEN REGNSKAP SANDNES', 'AS",922723605,2021-03-11
914250757,Revisor,REVISJON RYFYLKE AS,983549896,2018-01-23
914250757,Regnskapsfører,AABREKK REGNSKAP AS,943611521,2024-02-05
914250757,Regnskapsfører,INGVIS AS,976594835,2024-02-05
920641679,Revisor,ERNST & YOUNG AS,976389387,2020-11-11
920641679,Regnskapsfører,AST REGNSKAP AS,977498651,2018-03-21
971428961,Revisor,ORSTAD REVISJON AS,913957407,2022-12-09
971428961,Regnskapsfører,ECIT BUSINESS PARTNER PLUSS AS,987770384,2022-11-30
928993671,Regnskapsfører,RYGR ØKONOMI AS,976899709,2022-12-14
919951834,Revisor,ERNST & YOUNG AS,976389387,2020-09-17
919951834,Regnskapsfører,ADDVANT STAVANGER AS,926956027,2021-09-01
970920706,Deltakere,STAVANGER KOMMUNE,964965226,2023-05-10
970920706,Deltakere,SANDNES KOMMUNE,964965137,2023-05-10
970920706,Deltakere,HÅ KOMMUNE,964969590,2023-05-10
970920706,Deltakere,KLEPP KOMMUNE,864969682,2023-05-10
970920706,Deltakere,TIME KOMMUNE,859223672,2023-05-10
970920706,Deltakere,GJESDAL KOMMUNE,964978573,2023-05-10
970920706,Deltakere,SOLA KOMMUNE,948243113,2023-05-10
970920706,Deltakere,RANDABERG KOMMUNE,934945514,2023-05-10
970920706,Regnskapsfører,KJELL HAVER REGNSKAPSSERVICE AS,947214489,2008-11-25
913059867,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-03-13
913059867,Regnskapsfører,VEKSTRA NORDRE VESTFOLD SA,947056654,2022-02-01
914753414,Revisor,RSM NORGE AS,982316588,2018-07-04
914753414,Regnskapsfører,"JANSSON & LARSEN REGNSKAP SANDNES', 'AS",922723605,2019-12-09
881430142,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2022-06-18
910608193,Revisor,ERNST & YOUNG AS,976389387,2011-05-21
820408152,Regnskapsfører,AIDER AS,922633452,2023-12-16
940036437,Revisor,REVISJON 1 AS,988623512,2005-12-14
916725280,Revisor,BDO AS,993606650,2016-02-29
916725280,Regnskapsfører,SANDNES REGNSKAP AS,980126625,2016-02-29
914949149,Revisor,ERNST & YOUNG AS,976389387,2021-11-27
914949149,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2015-03-23
921962223,Revisor,RSM NORGE AS,982316588,2018-12-19
921962223,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2019-01-10
871339902,Revisor,ABACUS REVISJON AS,913094751,2014-02-27
871339902,Regnskapsfører,KVIKK REGNSKAP AS,987927550,2014-03-27
928900673,Revisor,ERNST & YOUNG AS,976389387,2022-03-09
928900673,Regnskapsfører,REMA 1000 NORGE AS,982254604,2022-03-09
917859655,Regnskapsfører,KAPITAL REGNSKAP AS,911842912,2019-11-01
970113533,Revisor,ABACUS REVISJON AS,913094751,2023-02-07
970113533,Regnskapsfører,ECIT BUSINESS PARTNER PLUSS AS,987770384,2022-11-30
823567952,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2019-12-05
976711556,Revisor,BDO AS,993606650,2012-02-15
947214489,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-12
945779233,Revisor,"ØYVIND BJØRNSSON ANDA REVISJON OG', 'RÅDGIVNING",918734120,2022-01-20
945779233,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2011-12-21
912647722,Regnskapsfører,JAKOBSEN REGNSKAP ARS. DA,914830613,2016-02-19
912124665,Regnskapsfører,JAKOBSEN REGNSKAP ARS. DA,914830613,2016-02-19
920504477,Revisor,ERNST & YOUNG AS,976389387,2018-03-01
920504477,Regnskapsfører,REMA 1000 NORGE AS,982254604,2018-03-01
918633073,Revisor,ERNST & YOUNG AS,976389387,2017-03-07
918633073,Regnskapsfører,REMA 1000 NORGE AS,982254604,2017-03-07
820431472,Regnskapsfører,FORTE REGNSKAP AS,975378012,2023-12-23
922324204,Revisor,CREDO REVISJON AS,996105709,2019-03-04
922324204,Regnskapsfører,KITTELSEN REGNSKAPSSERVICE,983898130,2019-03-25
926488791,Revisor,IDSØ & RAVNÅS REVISJON AS,989048732,2021-01-29
926488791,Regnskapsfører,VOLD REGNSKAP AS,888978062,2024-01-04
926488791,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2024-01-04
914312906,Revisor,REVISJON SØR AS,943708428,2023-11-09
914312906,Regnskapsfører,SUNDE REGNSKAP AS,926195581,2021-10-23
976260090,Revisor,IDSØ & RAVNÅS REVISJON AS,989048732,2019-01-18
976260090,Regnskapsfører,OVAL REGNSKAP AS,915475493,2023-03-21
913460200,Revisor,ABACUS REVISJON AS,913094751,2014-02-27
913460200,Regnskapsfører,KJELL HAVER REGNSKAPSSERVICE AS,947214489,2004-02-24
940396921,Revisor,REVISJON VEST AS,982519411,2005-10-17
940396921,Regnskapsfører,STAR REGNSKAP AS,886937342,2021-02-10
914234018,Regnskapsfører,DYNAMIK SMART ACCOUNTING AS,921859678,2020-01-24
927410192,Regnskapsfører,VIEW LEDGER AS,987260335,2023-07-19
914749360,Revisor,DELOITTE AS,980211282,2015-01-06
920426131,Revisor,RSM NORGE AS,982316588,2018-07-04
935912288,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-12-11
915553524,Revisor,ARNØY REVISJON OG RÅDGIVNING AS,929523253,2023-09-08
913332083,Regnskapsfører,PRE SOLUTIONS AS,829002132,2024-01-29
913332083,Regnskapsfører,ADMINISTRA REGNSKAP AS,925294977,2024-01-29
918315446,Revisor,RSM NORGE AS,982316588,2018-01-16
918315446,Regnskapsfører,AZETS INSIGHT AS,983338917,2018-04-06
917362815,Regnskapsfører,TOTAL ØKONOMISTYRING ÅLGÅRD AS,924520787,2023-09-19
917835527,Revisor,BDO AS,993606650,2016-10-06
917835527,Regnskapsfører,DYNAMIK SMART ACCOUNTING AS,921859678,2020-01-24
935980860,Revisor,BDO AS,993606650,2010-01-05
935980860,Regnskapsfører,AMESTO ACCOUNTHOUSE SØR AS,912976904,2021-12-18
929575598,Revisor,RSM NORGE AS,982316588,2022-11-12
929575598,Regnskapsfører,PBL REGNSKAP AS,988954691,2022-11-12
829575612,Revisor,RSM NORGE AS,982316588,2022-11-12
829575612,Regnskapsfører,PBL REGNSKAP AS,988954691,2022-11-12
842083982,Revisor,BDO AS,993606650,2012-02-15
842083982,Regnskapsfører,VOLD REGNSKAP AS,888978062,2019-01-14
979578482,Revisor,BRYNE REVISJON AS,884880432,2008-02-05
979578482,Regnskapsfører,AZETS INSIGHT AS,983338917,2018-07-04
939522352,Revisor,BRYNE REVISJON AS,884880432,2008-02-25
939522352,Regnskapsfører,AZETS INSIGHT AS,983338917,2018-07-04
919371536,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2022-11-21
919371536,Regnskapsfører,AIDER AS,922633452,2023-03-31
946680591,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2022-05-31
879582482,Revisor,REVISJON SØR AS,943708428,1998-02-26
923962638,Revisor,FORUS REVISJON AS,986352945,2019-12-04
924897074,Regnskapsfører,ARDAN AS,829262142,2022-12-06
921294573,Revisor,REVISJON VEST AS,982519411,2022-10-20
921294573,Regnskapsfører,MDE SIGMA AS,923574654,2021-12-08
923479694,Revisor,DELOITTE AS,980211282,2019-09-27
923479694,Regnskapsfører,NORREIN AS,917377529,2019-09-27
811840432,Revisor,SOLVIK-OLSEN REVISJON AS,992395826,2018-08-28
811840432,Regnskapsfører,RANDEBERG ØKONOMI AS,926695185,2023-11-29
977047684,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-20
977047684,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2021-06-11
918427015,Revisor,ERNST & YOUNG AS,976389387,2017-01-31
918427015,Regnskapsfører,REMA 1000 NORGE AS,982254604,2017-01-31
929006518,Revisor,REVISJONSSELSKAPET VARDER AS,983535712,2023-08-17
929006518,Regnskapsfører,ECIT RÅD & REGNSKAP AS,987650281,2022-03-30
820255372,Revisor,IDSØ & RAVNÅS REVISJON AS,989048732,2007-12-08
820255372,Regnskapsfører,DATAPLAN ALPHA AS,896861042,2021-12-18
937505884,Revisor,ERGA REVISJON AS,980024679,2000-11-03
976073835,Revisor,ORSTAD REVISJON AS,913957407,2021-09-14
976073835,Regnskapsfører,ECIT BUSINESS PARTNER PLUSS AS,987770384,2022-11-30
979484488,Revisor,ERNST & YOUNG AS,976389387,2013-08-27
979484488,Regnskapsfører,AZETS INSIGHT AS,983338917,2014-12-03
980049892,Revisor,FRYD REVISJON AS,919314443,2018-10-23
980049892,Regnskapsfører,LIMA REGNSKAP AS,918953515,2018-02-13
913752112,Revisor,BDO AS,993606650,2011-12-15
922029997,Regnskapsfører,REGNSKAP.NO AS,818521162,2022-01-26
911748924,Revisor,LIIT AS,931900420,2023-10-25
911748924,Regnskapsfører,INFOREGN AS,936354890,2022-12-17
921825617,Revisor,ERGA REVISJON AS,980024679,2019-01-16
921825617,Regnskapsfører,PROPLAN REGNSKAP AS,896896482,2020-07-02
919421371,Revisor,DELOITTE AS,980211282,2017-08-16
919421371,Regnskapsfører,AZETS INSIGHT AS,983338917,2018-07-04
946939110,Revisor,IREVISJON AS,965820310,2023-09-20
930462780,Revisor,REVISJON RYFYLKE AS,983549896,2023-02-15
930462780,Regnskapsfører,AABREKK REGNSKAP AS,943611521,2022-12-13
926168592,Regnskapsfører,ACCOMODO REGNSKAP AS,989746111,2022-06-24
920927505,Revisor,ERGA REVISJON AS,980024679,2018-09-28
920927505,Regnskapsfører,PROPLAN REGNSKAP AS,896896482,2018-12-31
920396739,Regnskapsfører,LINFRO REGNSKAP AS,976487494,2018-02-12
826370262,Revisor,ERGA REVISJON AS,980024679,2022-06-10
826370262,Regnskapsfører,KJELL HAVER REGNSKAPSSERVICE AS,947214489,2021-01-12
948466112,Revisor,LIIT AS,931900420,2023-11-09
948466112,Regnskapsfører,LIGO REGNSKAP AS,892122652,2011-11-05
892122652,Revisor,BDO AS,993606650,2021-11-25
916242115,Regnskapsfører,REGNSKAP I SENTRUM AS,993197076,2021-12-29
840740692,Revisor,REVISORSENTERET MANDAL AS,988481580,2005-10-29
840740692,Regnskapsfører,KLIENTREGNSKAP SANDNES AS,895133442,2023-12-08
919477709,Revisor,BDO AS,993606650,2017-08-31
912774031,Revisor,ACCEPTOR REVISJON AS,994419110,2019-10-22
930076295,Revisor,REVISJON VEST AS,982519411,2022-11-08
930076295,Regnskapsfører,RANDEBERG ØKONOMI AS,926695185,2023-04-26
883297962,Regnskapsfører,REITAN CONVENIENCE NORWAY AS,983415660,2004-06-29
980038408,Revisor,DELOITTE AS,980211282,2022-08-01
924186720,Revisor,BDO AS,993606650,2021-02-12
924186720,Regnskapsfører,PROPLAN REGNSKAP AS,896896482,2022-06-16
922385459,Revisor,REVICOM AS,931282506,2021-11-17
922385459,Regnskapsfører,"SPAREBANK 1 FORRETNINGSPARTNER', 'ØSTLANDET AS",967661643,2019-06-05
825314792,Regnskapsfører,JÆRØK DA,986397167,2020-07-08
922042942,Revisor,DELOITTE AS,980211282,2019-01-16
922042942,Regnskapsfører,TB ØKONOMI AS,988368156,2019-01-23
930896675,Revisor,ERNST & YOUNG AS,976389387,2023-02-27
930896675,Regnskapsfører,REMA 1000 NORGE AS,982254604,2023-02-27
953334089,Revisor,LIIT AS,931900420,2023-11-09
953334089,Regnskapsfører,LIGO REGNSKAP AS,892122652,2011-11-05
924359412,Revisor,STAVANGER REVISJON AS,985182736,2021-11-08
924359412,Regnskapsfører,RELEVANT REGNSKAP AS,919828129,2024-02-08
980001482,Revisor,DELOITTE AS,980211282,2022-11-22
931310380,Revisor,DELOITTE AS,980211282,2023-11-21
980335224,Revisor,DELOITTE AS,980211282,2022-11-28
923119159,Revisor,DELOITTE AS,980211282,2022-10-07
980335178,Revisor,DELOITTE AS,980211282,2022-08-09
980335216,Revisor,DELOITTE AS,980211282,2022-08-01
917102899,Regnskapsfører,ACCOMODO REGNSKAP AS,989746111,2023-02-15
922610258,Regnskapsfører,LEIF KIELSEN REGNSKAPSKONTOR,948390663,2019-08-14
929097378,Regnskapsfører,FLYT REGNSKAP AS,927689766,2024-01-29
922212384,Revisor,ERNST & YOUNG AS,976389387,2021-07-20
922212384,Regnskapsfører,"SPAREBANK 1 REGNSKAPSHUSET', 'NORD-NORGE AS",851987142,2020-02-26
937053916,Revisor,KALLESTEN REVISJON OG REGNSKAP AS,951499072,2007-09-15
937053916,Regnskapsfører,VIEW LEDGER AS,987260335,2021-08-19
971232420,Revisor,REVISJON VEST AS,982519411,2020-06-03
971232420,Regnskapsfører,TRIANGLE REGNSKAP AS,965687386,2019-01-09
879342732,Revisor,ERNST & YOUNG AS,976389387,2007-02-22
879342732,Regnskapsfører,VIEW LEDGER AS,987260335,2020-11-12
923269819,Revisor,REVISJON VEST AS,982519411,2021-10-13
952000551,Revisor,AAUDIT AS,927653508,2022-11-16
952000551,Regnskapsfører,VIEW LEDGER AS,987260335,2015-12-19
975490858,Revisor,CREDO REVISJON AS,996105709,2016-02-26
975490858,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2017-07-04
980011429,Revisor,BDO AS,993606650,2012-02-15
980011429,Regnskapsfører,EUROPRIS AS,986762469,2005-04-12
914453038,Revisor,STAVANGER REVISJON AS,985182736,2016-06-13
914453038,Regnskapsfører,KJEDEREGNSKAP OG RÅDGIVNING AS,999221394,2014-11-12
976993349,Revisor,DELOITTE AS,980211282,2024-02-02
976993349,Inngår i kirkelig fellesråd,STAVANGER KIRKELIGE FELLESRÅD,976993403,2016-06-18
935439868,Revisor,REVISJON VEST AS,982519411,2005-10-04
876883252,Revisor,ERGA REVISJON AS,980024679,2023-09-27
876883252,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2015-03-07
916584369,Revisor,ABACUS REVISJON AS,913094751,2021-06-12
916584369,Regnskapsfører,ØKO REGNSKAP AS,928040747,2023-09-21
916584369,Regnskapsfører,ECIT BUSINESS PARTNER PLUSS AS,987770384,2023-09-21
926993038,Revisor,REVISJON VEST AS,982519411,2023-12-18
968500627,Revisor,REVISJON VEST AS,982519411,2024-01-15
914823730,Revisor,REVISJON VEST AS,982519411,2021-02-23
914823730,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2015-01-19
915152295,Revisor,LIIT AS,931900420,2023-11-07
915152295,Regnskapsfører,LIGO REGNSKAP AS,892122652,2015-03-23
926678744,Revisor,ERNST & YOUNG AS,976389387,2021-02-25
926678744,Regnskapsfører,REMA 1000 NORGE AS,982254604,2021-02-25
912613240,Regnskapsfører,JÆRØK DA,986397167,2019-08-22
956812429,Revisor,BDO AS,993606650,2010-03-13
956812429,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2020-08-05
947820370,Revisor,CREDO REVISJON AS,996105709,2011-12-27
970346058,Regnskapsfører,FORTE REGNSKAP AS,975378012,2023-12-18
926742183,Revisor,"STATSAUTORISERT REVISOR KENNETH', 'SENLAND",995982226,2021-05-29
927309661,Revisor,DELOITTE AS,980211282,2021-10-04
927309661,Regnskapsfører,TB ØKONOMI AS,988368156,2021-10-04
818598912,Regnskapsfører,CREDO REVISJON AS,996105709,2024-01-24
975989348,Revisor,ERNST & YOUNG AS,976389387,2023-02-03
975989348,Regnskapsfører,KJELL HAVER REGNSKAPSSERVICE AS,947214489,2015-01-12
913627709,Revisor,REVISJONSSELSKAPET AS,974481596,2023-09-11
925531847,Revisor,RSM NORGE AS,982316588,2020-08-25
929781856,Revisor,RSM NORGE AS,982316588,2022-09-07
923268898,Revisor,RSM NORGE AS,982316588,2019-08-28
923574654,Revisor,RSM NORGE AS,982316588,2019-10-09
822205542,Regnskapsfører,S.A.M TAX A/S,925652091,2022-06-08
976964403,Revisor,TJEMSLAND REVISJON & RÅDGIVNING AS,930216976,2023-03-08
976964403,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2012-01-30
919659327,Revisor,KPMG AS,935174627,2017-11-13
919659327,Regnskapsfører,SOLDI REGNSKAP AS,847812362,2019-11-22
942327595,Revisor,RSM NORGE AS,982316588,2018-07-04
942327595,Regnskapsfører,ROTT REGNSKAP OG RÅDGIVNING AS,984313667,2005-08-24
888609202,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2020-08-04
921726732,Regnskapsfører,NUMBERS AS,919948329,2023-12-16
921726732,Regnskapsfører,AIDER AS,922633452,2023-12-16
961690803,Revisor,AAUDIT AS,927653508,2022-01-24
961690803,Regnskapsfører,VIEW LEDGER AS,987260335,2020-11-12
925925055,Regnskapsfører,NUMBERS AS,919948329,2021-01-22
963463197,Revisor,KALLESTEN REVISJON OG REGNSKAP AS,951499072,2002-11-05
963463197,Regnskapsfører,VIEW LEDGER AS,987260335,2021-08-19
951838756,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-20
951838756,Regnskapsfører,AZETS INSIGHT AS,983338917,2023-12-21
976611632,Revisor,ERGA REVISJON AS,980024679,2017-11-13
976611632,Regnskapsfører,HAVER REGNSKAP AS,931313657,2023-09-28
896892592,Revisor,ERNST & YOUNG AS,976389387,2023-02-02
896892592,Regnskapsfører,AMESTO ACCOUNTHOUSE AS,957170005,2011-12-05
881023822,Revisor,REVISJON RYFYLKE AS,983549896,2023-10-10
881023822,Regnskapsfører,ADDVANT STAVANGER AS,926956027,2023-09-14
881023822,Regnskapsfører,ADDVANT RYFYLKE AS,931129414,2023-09-14
960850661,Revisor,LIIT AS,931900420,2023-11-24
960850661,Regnskapsfører,VOLD REGNSKAP AS,888978062,2020-03-31
918425748,Revisor,STAVANGER REVISJON AS,985182736,2022-08-05
918425748,Regnskapsfører,LIMA REGNSKAP AS,918953515,2023-06-01
918425748,Regnskapsfører,STAVANGER REGNSKAP AS,989767631,2023-06-01
965124357,Revisor,KPMG AS,935174627,2007-11-17
965124357,Regnskapsfører,PBL REGNSKAP AS,988954691,2007-01-11
918374183,Revisor,FORUS REVISJON AS,986352945,2017-01-16
918374183,Regnskapsfører,RYGR ØKONOMI AS,976899709,2022-12-14
963193149,Revisor,RSM NORGE AS,982316588,2017-10-11
938305463,Revisor,RSM NORGE AS,982316588,2017-10-05
929766490,Revisor,REVISJONSSELSKAPET AS,974481596,2023-09-14
927896311,Revisor,FRYD REVISJON AS,919314443,2023-05-03
927896311,Regnskapsfører,SECANT AS,948114194,2021-12-21
965268855,Revisor,RSM NORGE AS,982316588,2024-02-02
965268855,Regnskapsfører,AZETS INSIGHT AS,983338917,2023-12-06
944019502,Revisor,RSM NORGE AS,982316588,2021-10-02
916051174,Regnskapsfører,JANSSON & LARSEN REGNSKAP AS,979713894,2022-07-11
925095435,Revisor,REVISJON VEST AS,982519411,2020-05-20
925095435,Regnskapsfører,NUMBERS AS,919948329,2020-07-22
814250482,Revisor,AAUDIT AS,927653508,2021-12-22
814250482,Regnskapsfører,JM ØKONOMIPARTNER AS,992241470,2017-02-28
919197501,Revisor,REVISJON RYFYLKE AS,983549896,2021-06-21
919197501,Regnskapsfører,FORTE REGNSKAP AS,975378012,2023-12-28
967482927,Revisor,FORUS REVISJON AS,986352945,2004-01-22
967482927,Regnskapsfører,LINFRO REGNSKAP AS,976487494,2012-01-30
936617999,Revisor,RSM NORGE AS,982316588,2020-09-23
936617999,Regnskapsfører,BRAINIACS AS,921966490,2024-01-25
933625583,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2012-09-12
976162285,Revisor,KPMG AS,935174627,2017-11-01
976162285,Regnskapsfører,AZETS INSIGHT AS,983338917,2018-01-26
971339993,Revisor,FJERMESTAD REVISJON AS,927011174,2022-11-21
971339993,Regnskapsfører,TOTAL ØKONOMISTYRING ÅLGÅRD AS,924520787,2024-02-06
974652285,Regnskapsfører,NAV ØKONOMILINJEN,995277670,2011-04-27
974652285,Org.ledd i offentlig sektor,NAV ARBEIDS- OG TJENESTELINJEN,991012133,2007-09-03
965463593,Revisor,KALLESTEN REVISJON OG REGNSKAP AS,951499072,2018-09-15
965463593,Regnskapsfører,ROTT REGNSKAP OG RÅDGIVNING AS,984313667,2021-09-22
965463593,Regnskapsfører,VIEW LEDGER AS,987260335,2021-09-22
923773819,Revisor,KALLESTEN REVISJON OG REGNSKAP AS,951499072,2023-08-23
923773819,Regnskapsfører,VIEW LEDGER AS,987260335,2023-08-23
940598117,Revisor,PRICEWATERHOUSECOOPERS AS,987009713,2004-07-12
940598117,Regnskapsfører,KJELL HAVER REGNSKAPSSERVICE AS,947214489,2009-02-09
889128682,Revisor,DELOITTE AS,980211282,2018-10-29
980884899,Revisor,RSM NORGE AS,982316588,2020-09-29
980884899,Regnskapsfører,SANDNES REGNSKAP AS,980126625,2021-09-16
918159703,Revisor,DELOITTE AS,980211282,2016-12-07
918159703,Regnskapsfører,NEWSEC PROPERTY ASSET MANAGEMENT AS,959718482,2022-08-11
954388425,Revisor,KALLESTEN REVISJON OG REGNSKAP AS,951499072,2018-09-15
954388425,Regnskapsfører,VIEW LEDGER AS,987260335,2020-11-12
970541225,Revisor,DELOITTE AS,980211282,2016-11-01
927833190,Regnskapsfører,PRO-SJEKT REGNSKAP AS,983898033,2022-05-13
917038228,Revisor,STAVANGER REVISJON AS,985182736,2016-04-18
917038228,Regnskapsfører,"SPAREBANK 1 SR-BANK', 'FORRETNINGSPARTNER AS",990945748,2023-08-01
930469025,Revisor,BDO AS,993606650,2022-12-14
930469025,Regnskapsfører,KNIF REGNSKAP AS,974476495,2022-12-14
930465291,Revisor,BDO AS,993606650,2022-12-13
930465291,Regnskapsfører,KNIF REGNSKAP AS,974476495,2022-12-13
930465674,Revisor,BDO AS,993606650,2022-12-13
930465674,Regnskapsfører,KNIF REGNSKAP AS,974476495,2022-12-13
930391107,Revisor,BDO AS,993606650,2022-12-09
930391107,Regnskapsfører,KNIF REGNSKAP AS,974476495,2022-12-09
922704961,Regnskapsfører,LURA REGNSKAP AS,921761244,2019-05-07
926868225,Revisor,KPMG AS,935174627,2021-03-26
974906546,Regnskapsfører,BRAINIACS AS,921966490,2024-02-02
916566255,Revisor,ERGA REVISJON AS,980024679,2016-01-29
916566255,Regnskapsfører,DYNAMIK SMART ACCOUNTING AS,921859678,2020-10-06
971337494,Regnskapsfører,BDO AS,993606650,2023-08-07
926890808,Revisor,AAUDIT AS,927653508,2021-12-20
926890808,Regnskapsfører,ROTT REGNSKAP OG RÅDGIVNING AS,984313667,2007-09-25
971340355,Regnskapsfører,FORTE REGNSKAP AS,975378012,2023-12-25
914683696,Revisor,IDSØ & RAVNÅS REVISJON AS,989048732,2023-11-01
914683696,Regnskapsfører,RYGR ØKONOMI AS,976899709,2022-12-14
912792730,Revisor,RSM NORGE AS,982316588,2018-07-04
912792730,Regnskapsfører,KLIENTREGNSKAP SANDNES AS,895133442,2020-09-23
977488508,Revisor,ERGA REVISJON AS,980024679,2015-09-29
977488508,Regnskapsfører,DYNAMIK SMART ACCOUNTING AS,921859678,2019-04-02
