orgnr,role,personal_number
917724458,Styre,2752688
917724458,Styre,8933334
917724458,Styre,8884065
917724458,Styre,6374676
917724458,Styre,8765595
924689404,Daglig leder,5388513
924689404,Styre,9751392
925715387,Daglig leder,6777745
925715387,Styre,6777745
925851647,Daglig leder,4816365
925851647,Styre,9751392
925851647,Styre,7814393
928687430,Daglig leder,7085217
928687430,Styre,7085217
964812578,Kontaktperson,2753831
964812578,Styre,9445699
964812578,Styre,3527209
964812578,Styre,7250003
964812578,Styre,1080299
964812578,Styre,9855717
964812578,Styre,9596126
964812578,Styre,3791513
964812578,Styre,1881659
964812578,Styre,3373239
964812578,Styre,5433571
964812578,Styre,2654138
964812578,Styre,9455126
964812578,Styre,2300348
964812578,Styre,4336715
964812578,Styre,6198107
917425213,Daglig leder,4173942
917425213,Styre,9716381
917425213,Styre,4173942
879388252,Daglig leder,2720767
879388252,Styre,8319434
879388252,Styre,4579171
879388252,Styre,7276357
968575112,Daglig leder,6272227
968575112,Styre,2481467
968575112,Styre,6272227
968575112,Styre,8222477
962181686,Daglig leder,4844355
962181686,Styre,4013798
962181686,Styre,5348127
962181686,Styre,9780032
962181686,Styre,9494071
962181686,Styre,8740757
962181686,Styre,6501205
962181686,Styre,6848341
919709847,Daglig leder,8554160
919709847,Styre,8554160
963761244,Daglig leder,3554422
963761244,Styre,7690242
963761244,Styre,3554422
963761244,Styre,6215529
810034882,Daglig leder,1859477
810034882,Styre,7938908
810034882,Styre,1859477
810034882,Styre,9625176
925023906,Daglig leder,7041558
925023906,Styre,3524089
877050262,Daglig leder,2544054
877050262,Styre,2544054
877050262,Styre,4144835
887100462,Daglig leder,1966520
887100462,Styre,3058196
975581020,Forretningsfører,8858127
975581020,Styre,2785591
975581020,Styre,2160669
975581020,Styre,6789349
975581020,Styre,1571289
975581020,Styre,8149988
975581020,Styre,4171995
915098584,Daglig leder,8033734
915098584,Styre,1059172
915098584,Styre,8735929
915098584,Styre,7377120
915098584,Styre,2361325
915098584,Styre,2087239
911691159,Daglig leder,8874518
911691159,Styre,6159764
911691159,Styre,8874518
971337788,Daglig leder,1164916
971337788,Styre,1228000
971337788,Styre,8705214
971337788,Styre,1350801
971337788,Styre,2315054
971337788,Styre,4148949
971337788,Styre,8744071
971337788,Styre,5419293
971337788,Styre,8683588
971337788,Styre,3941627
971337788,Styre,7619797
971337788,Styre,6232527
971337788,Styre,2290881
964965137,Daglig leder,8088723
964965137,Kontaktperson,6931645
971554061,Kontaktperson,4409773
971554061,Styre,1712505
971554061,Styre,9114978
971554061,Styre,4067003
971554061,Styre,6125808
971554061,Styre,5927749
971554061,Styre,3898177
971554061,Styre,2094660
914321557,Daglig leder,5340990
914321557,Styre,5340990
959499101,Daglig leder,9422988
959499101,Styre,9032846
959499101,Styre,2419081
959499101,Styre,6596162
959499101,Styre,6056778
959499101,Styre,6023490
959499101,Styre,8487764
959499101,Styre,4559067
959499101,Styre,1179795
959499101,Styre,7232634
959499101,Styre,3785852
959499101,Styre,5146139
959499101,Styre,8866675
959499101,Styre,6937251
959499101,Styre,4721146
980126625,Daglig leder,9866750
980126625,Styre,1907108
980126625,Styre,9866750
980126625,Styre,2661181
980126625,Styre,6471043
915691161,Daglig leder,8562608
915691161,Styre,3907618
915691161,Styre,7404195
915691161,Styre,5264450
915691161,Styre,4249261
915691161,Styre,2268277
915691161,Styre,6473776
915691161,Styre,4180244
915691161,Styre,1310594
874261882,Styre,7715375
874261882,Styre,7116328
874261882,Styre,7274233
874261882,Styre,1985758
874261882,Styre,3572840
874261882,Styre,9939258
874261882,Styre,4743223
938697310,Daglig leder,2726195
938697310,Styre,3112222
938697310,Styre,9543461
938697310,Styre,2726195
961063108,Daglig leder,4844355
961063108,Styre,4013798
961063108,Styre,5348127
961063108,Styre,9780032
961063108,Styre,9494071
961063108,Styre,8740757
961063108,Styre,6501205
961063108,Styre,6848341
980121860,Daglig leder,8099849
980121860,Styre,3014868
980121860,Styre,5509148
980121860,Styre,6452956
980121860,Styre,8065148
980121860,Styre,8542196
980121860,Styre,5108836
980121860,Styre,1493443
980121860,Styre,5240625
980121860,Styre,3974184
971338423,Daglig leder,5132783
971338423,Styre,5935701
971338423,Styre,2767528
971338423,Styre,5781377
971338423,Styre,4878790
971338423,Styre,1888561
971338423,Styre,1993493
971338423,Styre,2388116
971338423,Styre,5515499
923537031,Daglig leder,2576688
923537031,Styre,4460101
923537031,Styre,4658862
923537031,Styre,9340519
923537031,Styre,4690899
923537031,Styre,1933105
923537031,Styre,5911630
923537031,Styre,2783947
923537031,Styre,2856396
963178832,Daglig leder,3208380
963178832,Styre,5331920
963178832,Styre,9562122
963178832,Styre,8072813
963178832,Styre,2083842
963178832,Styre,6584823
963178832,Styre,9932305
975484866,Daglig leder,1026581
975484866,Styre,4674162
975484866,Styre,9017826
975484866,Styre,2366917
975484866,Styre,9168085
975484866,Styre,7312705
975484866,Styre,5255157
975484866,Styre,8095746
918793569,Daglig leder,2173706
918793569,Styre,3586720
918793569,Styre,5514056
918793569,Styre,6140662
918793569,Styre,2735723
918793569,Styre,4471456
974348128,Daglig leder,2203867
974348128,Styre,4186231
974348128,Styre,2203867
961816793,Daglig leder,1033807
961816793,Styre,6378290
961816793,Styre,9205451
961816793,Styre,7419362
961816793,Styre,4748669
961816793,Styre,2873422
936483097,Daglig leder,4910331
936483097,Styre,2397610
936483097,Styre,3321252
923330828,Daglig leder,8144995
923330828,Styre,9304364
923330828,Styre,9977090
923330828,Styre,5117558
980936074,Daglig leder,7994347
980936074,Styre,2540165
980936074,Styre,9721681
980936074,Styre,5022819
980936074,Styre,7994347
980936074,Styre,9420189
980936074,Styre,4752514
929037839,Daglig leder,2600701
929037839,Styre,2540165
929037839,Styre,5022819
929037839,Styre,9357851
929037839,Styre,4914473
929037839,Styre,5392532
913065077,Daglig leder,4479957
913065077,Styre,2540165
913065077,Styre,5022819
962287298,Daglig leder,5647110
962287298,Styre,2540165
962287298,Styre,9721681
962287298,Styre,5022819
980684652,Daglig leder,8881000
980684652,Styre,9907233
980684652,Styre,4031195
980684652,Styre,8881000
912718115,Daglig leder,8424619
912718115,Styre,8319699
912718115,Styre,4774964
912718115,Styre,1063087
912718115,Styre,8665717
919628162,Daglig leder,9062473
919628162,Styre,1940591
919628162,Styre,2414924
924946369,Daglig leder,3027721
924946369,Styre,4767960
924946369,Styre,3027721
924946369,Styre,5318842
896836072,Daglig leder,4659607
896836072,Styre,4659607
896836072,Styre,9853328
896836072,Styre,6613037
896836072,Styre,8538999
913912462,Daglig leder,3671641
913912462,Styre,1574129
913912462,Styre,7084261
913912462,Styre,7583712
816729122,Daglig leder,1739276
816729122,Styre,1368542
816729122,Styre,1739276
917488150,Daglig leder,7831372
917488150,Styre,9297202
917488150,Styre,7831372
917488150,Styre,5693646
961272254,Daglig leder,7248947
961272254,Styre,7248947
961272254,Styre,9340519
961272254,Styre,7190582
961272254,Styre,4083759
883735072,Daglig leder,8124179
883735072,Styre,8124179
883735072,Styre,1710635
886172672,Kontaktperson,8124179
886172672,Styre,8124179
886172672,Styre,1710635
976256174,Daglig leder,8124179
976256174,Styre,8124179
976256174,Styre,1710635
928512576,Innehaver,7302094
928512576,Daglig leder,7302094
927178028,Daglig leder,3082200
927178028,Styre,3082200
822396992,Daglig leder,3721689
822396992,Styre,1473263
822396992,Styre,2255042
914286336,Daglig leder,5256693
914286336,Styre,2605414
914286336,Styre,5256693
914286336,Styre,2035512
914286336,Styre,3767322
914286336,Styre,2142079
914286336,Styre,6014120
919161558,Daglig leder,7572555
919161558,Styre,7572555
919161558,Styre,3956712
919161558,Styre,2433103
929002768,Daglig leder,1113924
929002768,Styre,1113924
929002768,Styre,3084241
930117765,Innehaver,9141787
829512092,Daglig leder,1333888
829512092,Styre,2830257
829512092,Styre,1333888
976700376,Daglig leder,2540061
976700376,Styre,3309852
976700376,Styre,2891371
976700376,Styre,1925510
976700376,Styre,6893555
916560273,Daglig leder,9926632
916560273,Styre,3031012
916560273,Styre,1953262
916560273,Styre,7023061
916560273,Styre,5907498
917356181,Daglig leder,3355095
917356181,Styre,9174253
917356181,Styre,4268463
917356181,Styre,3355095
917356181,Styre,9403209
917356181,Styre,7203416
917356181,Styre,1095894
917718393,Daglig leder,8976747
917718393,Styre,7628727
917718393,Styre,8976747
917718393,Styre,4475584
916885652,Daglig leder,6116118
916885652,Styre,5473821
925441465,Daglig leder,6116118
925441465,Styre,5473821
929882598,Daglig leder,6116118
929882598,Styre,5473821
966811714,Daglig leder,8418085
966811714,Styre,2799204
966811714,Styre,8418085
946585068,Daglig leder,1520841
946585068,Styre,6303967
946585068,Styre,7280392
946585068,Styre,3881774
917464464,Daglig leder,4083759
917464464,Styre,4132121
917464464,Styre,7852643
917464464,Styre,1057028
974462176,Daglig leder,3077553
974462176,Styre,2574184
974462176,Styre,8443272
974462176,Styre,2191125
974462176,Styre,5204319
964472645,Daglig leder,6842405
964472645,Styre,6842405
964472645,Styre,8881442
924703822,Daglig leder,7983809
924703822,Styre,7983809
924703822,Styre,6916354
922960526,Daglig leder,5565807
922960526,Styre,5565807
922960526,Styre,6350905
958313632,Daglig leder,9221354
958313632,Styre,3180378
958313632,Styre,9221354
913111818,Daglig leder,8142278
913111818,Styre,2378396
912757080,Daglig leder,1233435
912757080,Styre,3917861
913369947,Daglig leder,4833336
913369947,Styre,4833336
913369947,Styre,5449832
913369947,Styre,5670197
977459672,Daglig leder,7087918
977459672,Styre,9241794
977459672,Styre,9807333
977459672,Styre,6731075
977459672,Styre,4024383
977459672,Styre,1841274
977459672,Styre,1848123
977459672,Styre,5196074
977459672,Styre,1093057
980948013,Daglig leder,4957237
980948013,Styre,4957237
980948013,Styre,1432076
969171597,Innehaver,3581881
943611432,Daglig leder,8631770
943611432,Styre,2822489
943611432,Styre,7047623
929729161,Daglig leder,8260796
929729161,Styre,9395656
929729161,Styre,8260796
929729161,Styre,3336515
929729161,Styre,8165633
929729161,Styre,8763166
929729161,Styre,8715202
929729161,Styre,1394530
929729161,Styre,7719942
929729161,Styre,8297457
920995217,Daglig leder,5809722
920995217,Styre,1580226
920995217,Styre,5809722
920995217,Styre,1025772
920995217,Styre,8841729
923117687,Daglig leder,2748999
923117687,Styre,2748999
923117687,Styre,2236262
923117687,Styre,3491718
828841572,Daglig leder,3656850
828841572,Styre,6275758
828841572,Styre,9868579
828841572,Styre,1696526
828841572,Styre,4303257
828841572,Styre,7674359
828841572,Styre,1406131
921197004,Daglig leder,5963944
921197004,Styre,5963944
921197004,Styre,5680360
880708872,Daglig leder,4951502
880708872,Styre,3141842
880708872,Styre,4951502
880708872,Styre,6373976
880708872,Styre,9597474
880708872,Styre,2800697
880708872,Styre,1805568
880708872,Styre,8085059
880708872,Styre,7608265
880708872,Styre,4421984
880708872,Styre,3082044
914012759,Daglig leder,4291698
914012759,Styre,4291698
914012759,Styre,5798062
914012759,Styre,9432366
912469042,Daglig leder,7465159
912469042,Styre,1913641
818717512,Daglig leder,6282506
818717512,Styre,6282506
818717512,Styre,9917681
818717512,Styre,4933438
818717512,Styre,5645280
829749602,Daglig leder,8483340
829749602,Styre,8483340
829749602,Styre,1779301
917866228,Daglig leder,5192163
917866228,Styre,5192163
926282743,Daglig leder,6978242
926282743,Styre,6978242
943506698,Daglig leder,1635721
943506698,Styre,3171404
943506698,Styre,1037508
943506698,Styre,2535149
943506698,Styre,2512440
941460429,Daglig leder,2044563
941460429,Styre,4217824
941460429,Styre,6449140
929897404,Daglig leder,4074347
929897404,Styre,3205439
929897404,Styre,4511275
929897404,Styre,8528497
931182404,Daglig leder,7415323
931182404,Styre,7415323
922413045,Daglig leder,4057922
922413045,Styre,4057922
922413045,Styre,1427584
922413045,Styre,6974223
922413045,Styre,7173566
922413045,Styre,1913982
919363037,Daglig leder,9578868
919363037,Styre,5871061
919363037,Styre,9578868
919363037,Styre,9678151
919363037,Styre,2557723
937895321,Daglig leder,2013776
937895321,Styre,3699534
937895321,Styre,4657028
937895321,Styre,3745709
937895321,Styre,2084615
937895321,Styre,7158759
937895321,Styre,6504967
937895321,Styre,2713984
937895321,Styre,8119736
937895321,Styre,2993698
937895321,Styre,7997093
936523919,Daglig leder,6715788
936523919,Styre,1340941
936523919,Styre,8784399
936523919,Styre,4949377
927270285,Daglig leder,9370989
927270285,Styre,1113577
927270285,Styre,3668956
927270285,Styre,9370989
979753543,Daglig leder,2638229
979753543,Styre,6962845
979753543,Styre,2638229
820548442,Daglig leder,1413857
820548442,Styre,7276604
820548442,Styre,1413857
820548442,Styre,3347611
922168768,Daglig leder,1413857
922168768,Styre,7276604
922168768,Styre,1413857
922168768,Styre,3347611
828414852,Daglig leder,1413857
828414852,Styre,7276604
828414852,Styre,1413857
828414852,Styre,3347611
916898843,Daglig leder,1413857
916898843,Daglig leder,1994573
916898843,Styre,7276604
916898843,Styre,3347611
916898843,Styre,1413857
963025084,Daglig leder,7061884
963025084,Styre,9991506
963025084,Styre,4402725
963025084,Styre,7061884
926104837,Daglig leder,7982135
926104837,Styre,7982135
926104837,Styre,7429347
926104837,Styre,1451650
976993241,Daglig leder,2145273
976993241,Styre,7256999
976993241,Styre,7626711
976993241,Styre,6326769
976993241,Styre,9131679
976993241,Styre,4874117
976993241,Styre,3719943
976993241,Styre,8804763
976993241,Styre,3819312
974676966,Daglig leder,8309564
974676966,Styre,8309564
974676966,Styre,9085961
974676966,Styre,5369278
826942002,Daglig leder,6556935
826942002,Styre,9312259
826942002,Styre,5649460
826942002,Styre,7098423
826942002,Styre,8925084
878661842,Daglig leder,5310693
878661842,Styre,5310693
878661842,Styre,2862581
975825337,Daglig leder,3999318
975825337,Styre,7364156
975825337,Styre,9735130
975825337,Styre,3999318
975825337,Styre,5636007
921018924,Daglig leder,7452093
921018924,Forretningsfører,1894442
921018924,Kontaktperson,4021309
974763230,Daglig leder,4983178
979890745,Kontaktperson,1870926
979890745,Styre,1870926
979890745,Styre,4208040
929993489,Daglig leder,9660057
929993489,Styre,5325181
929993489,Styre,9505637
929993489,Styre,9660057
938527024,Daglig leder,4798888
938527024,Styre,6171644
938527024,Styre,7926612
938527024,Styre,4283479
896167782,Styre,7867970
896167782,Styre,8037992
896167782,Styre,3456358
896167782,Styre,4840251
896167782,Styre,4858890
813285312,Daglig leder,4051039
813285312,Styre,1329149
813285312,Styre,4051039
813285312,Styre,3293640
969939274,Daglig leder,3948091
969939274,Styre,3674450
969939274,Styre,6329847
969939274,Styre,1660088
969939274,Styre,1481052
969939274,Styre,2199439
969939274,Styre,5751166
940555450,Forretningsfører,3203108
940555450,Styre,5528777
940555450,Styre,9255785
940555450,Styre,2789679
940555450,Styre,9949027
940555450,Styre,8802987
870923422,Daglig leder,9553109
870923422,Styre,7273563
870923422,Styre,1506163
870923422,Styre,6546907
870923422,Styre,6712502
870923422,Styre,6146629
970403507,Daglig leder,2420331
970403507,Styre,6223301
970403507,Styre,4204410
970403507,Styre,9438038
970403507,Styre,8755745
970403507,Styre,9061193
970403507,Styre,8884770
970403507,Styre,8415970
952709003,Daglig leder,1708936
952709003,Styre,2553706
975859193,Daglig leder,8374969
975859193,Styre,9412712
975859193,Styre,3889754
975859193,Styre,1134305
975859193,Styre,3795130
975859193,Styre,8853459
975859193,Styre,7983679
976993403,Daglig leder,7790062
976993403,Styre,2895789
976993403,Styre,8211506
976993403,Styre,7256999
976993403,Styre,4075452
976993403,Styre,8794701
976993403,Styre,4116456
976993403,Styre,4742755
976993403,Styre,1417301
976993403,Styre,4728598
976993403,Styre,1119164
976993403,Styre,9227002
976993403,Styre,3410470
976993403,Styre,5046918
976993403,Styre,2156522
976993403,Styre,8392925
976993403,Styre,8937844
976993403,Styre,1902035
976993403,Styre,1446645
976993403,Styre,9628396
976993403,Styre,1241756
976993403,Styre,3931240
976993403,Styre,6210086
964965226,Daglig leder,8768515
976662903,Daglig leder,8768515
874773182,Daglig leder,8768515
874766852,Daglig leder,8768515
974781042,Daglig leder,8768515
918439293,Daglig leder,8006295
918439293,Styre,6329575
918439293,Styre,8292125
918439293,Styre,8006295
974782766,Daglig leder,3860983
974782766,Styre,4835205
974782766,Styre,6154014
974782766,Styre,1818705
974782766,Styre,1581363
974782766,Styre,8193027
974782766,Styre,7191906
974782766,Styre,4689661
974782766,Styre,7951695
974782766,Styre,4097285
974782766,Styre,5689448
971080426,Daglig leder,9283612
971080426,Styre,3823569
971080426,Styre,1017329
971080426,Styre,6648772
971080426,Styre,8509974
971080426,Styre,6269472
969936178,Daglig leder,6078132
969936178,Styre,7340078
969936178,Styre,1921592
969936178,Styre,1945686
969936178,Styre,3670002
969936178,Styre,9349766
976924487,Daglig leder,9343979
976924487,Styre,5734215
976924487,Styre,1008813
976924487,Styre,3893114
976924487,Styre,2107772
976924487,Styre,1322503
874247502,Daglig leder,1957545
874247502,Styre,9320930
874247502,Styre,2148249
874247502,Styre,1957468
874247502,Styre,1354055
874247502,Styre,3101292
874247502,Styre,6353592
874247502,Styre,3179700
874247502,Styre,8387659
874247502,Styre,6226800
874247502,Styre,3176362
874247502,Styre,7198962
874247502,Styre,7035140
874247502,Styre,2633482
874247502,Styre,3316470
971132957,Daglig leder,5398961
971132957,Styre,2886494
971132957,Styre,5305442
971132957,Styre,5505979
971132957,Styre,3116472
971132957,Styre,5607807
971132957,Styre,2587513
971132957,Styre,7210047
971132957,Styre,4736003
971132957,Styre,3905782
971132957,Styre,6256418
971132957,Styre,3794248
947853171,Daglig leder,3205130
947853171,Styre,3437132
947853171,Styre,7712700
947853171,Styre,4816250
947853171,Styre,5493982
947853171,Styre,8783240
947853171,Styre,1524929
946846856,Daglig leder,3732514
946846856,Styre,3473312
946846856,Styre,3349598
946846856,Styre,8186232
946846856,Styre,9901876
946846856,Styre,3652153
946846856,Styre,2065582
946846856,Styre,6879009
946846856,Styre,4175483
970179453,Daglig leder,1482287
970179453,Styre,4461276
970179453,Styre,5286263
970179453,Styre,3058280
970179453,Styre,5336671
970179453,Styre,5261862
928487970,Daglig leder,4397344
928487970,Styre,7470515
928487970,Styre,9547404
928487970,Styre,6077586
928487970,Styre,7346313
928487970,Styre,9578602
928487970,Styre,4397344
917351090,Daglig leder,5141359
917351090,Styre,6887141
917351090,Styre,9194482
917351090,Styre,5358838
917351090,Styre,5831983
917351090,Styre,3274495
917351090,Styre,3302269
917351090,Styre,7695279
917351090,Styre,2633482
917351090,Styre,7335334
917351090,Styre,9866307
917351090,Styre,2765673
917351090,Styre,3941794
917351090,Styre,9038200
917351090,Styre,8360989
971554940,Daglig leder,5539749
971554940,Styre,8376555
971554940,Styre,2543508
971554940,Styre,7766722
971554940,Styre,9445082
971554940,Styre,1312796
971554940,Styre,7283326
971554940,Styre,9362453
971554940,Styre,2860365
971554940,Styre,4428744
971554940,Styre,9586108
970444459,Daglig leder,3653540
970444459,Styre,6682926
970444459,Styre,7903200
970444459,Styre,8024499
970444459,Styre,3167980
970444459,Styre,8587804
970444459,Styre,9604834
970444459,Styre,4280659
970444459,Styre,5268211
974118580,Daglig leder,6715946
974118580,Styre,8231560
974118580,Styre,5446030
974118580,Styre,6715946
974118580,Styre,3177764
974118580,Styre,8053483
974118580,Styre,1464969
974118580,Styre,3385053
974118580,Styre,8324720
971339012,Daglig leder,9603403
971339012,Styre,2399200
971339012,Styre,9603403
971339012,Styre,4699532
971339012,Styre,8178895
971339012,Styre,5210714
969939851,Daglig leder,3652950
969939851,Styre,6790759
969939851,Styre,5807265
969939851,Styre,6177906
969939851,Styre,7636358
969939851,Styre,6946729
969939851,Styre,6887141
969939851,Styre,6526262
969939851,Styre,6497288
969939851,Styre,7164426
969939851,Styre,8603358
969939851,Styre,4301960
969939851,Styre,1868687
969939851,Styre,6922423
971427191,Daglig leder,2125271
971427191,Daglig leder,5266458
971427191,Styre,6414293
971427191,Styre,9032846
971427191,Styre,1373774
971427191,Styre,1638971
971427191,Styre,6018736
971427191,Styre,5939156
971427191,Styre,1310941
971427191,Styre,2838589
971427191,Styre,7335689
971427191,Styre,5074913
971427191,Styre,4286174
971427191,Styre,5774954
971427191,Styre,2566307
971427191,Styre,1280234
953051605,Daglig leder,6110694
953051605,Styre,1939077
953051605,Styre,4720995
953051605,Styre,7857823
953051605,Styre,3404987
953051605,Styre,6037519
953051605,Styre,4436039
953051605,Styre,8222279
953051605,Styre,8956250
859634192,Daglig leder,6437004
859634192,Styre,1824621
859634192,Styre,6888106
859634192,Styre,8201811
859634192,Styre,9152480
859634192,Styre,2312858
859634192,Styre,3100033
859634192,Styre,6737580
859634192,Styre,4064997
859634192,Styre,3079123
859634192,Styre,4224539
859634192,Styre,7183789
859634192,Styre,4983836
859634192,Styre,5087634
859634192,Styre,5118842
980049515,Daglig leder,3251011
980049515,Styre,7082459
980049515,Styre,5027208
980049515,Styre,4321111
980049515,Styre,4847954
980049515,Styre,4604365
980049515,Styre,3987930
980049515,Styre,5205797
895169102,Daglig leder,5567017
895169102,Styre,4215554
895169102,Styre,6678202
895169102,Styre,8551021
895169102,Styre,9355388
894710012,Daglig leder,3478725
894710012,Styre,8609109
894710012,Styre,5714453
894710012,Styre,9527174
894710012,Styre,4688306
894710012,Styre,3738105
894710012,Styre,1995820
894710012,Styre,4159784
912037029,Daglig leder,7965567
912037029,Styre,9157312
912037029,Styre,2219951
912037029,Styre,5291257
912037029,Styre,7811022
912037029,Styre,4852810
912037029,Styre,2268277
938130027,Daglig leder,9419191
938130027,Styre,9419191
938130027,Styre,6525841
938130027,Styre,3181399
954676250,Daglig leder,6667864
954676250,Styre,8863220
954676250,Styre,8128216
954676250,Styre,5481321
954676250,Styre,7098092
954676250,Styre,2972833
954676250,Styre,5378604
954676250,Styre,7501236
954676250,Styre,8659782
954676250,Styre,4551505
954676250,Styre,7641466
954676250,Styre,2035552
954676250,Styre,6249470
954676250,Styre,1164467
954676250,Styre,1581128
954676250,Styre,1227652
967671320,Daglig leder,9974010
967671320,Styre,9254630
967671320,Styre,7564569
921615302,Daglig leder,8773601
921615302,Styre,6393238
921615302,Styre,1191474
916542097,Daglig leder,3172678
916542097,Styre,1305418
916542097,Styre,2800281
916542097,Styre,1648655
922324522,Daglig leder,2784775
922324522,Styre,2784775
927482568,Daglig leder,9793048
927482568,Styre,3253628
927482568,Styre,9793048
927482568,Styre,3264561
927482568,Styre,1485638
922720312,Daglig leder,8541780
922720312,Styre,8541780
826520272,Daglig leder,8541780
826520272,Styre,8541780
930086177,Daglig leder,4730101
930086177,Styre,4730101
921280882,Daglig leder,8164576
921280882,Styre,8484294
921280882,Styre,8164576
921280882,Styre,1650519
918037152,Daglig leder,6122500
918037152,Styre,6122500
918037152,Styre,6774073
891132212,Daglig leder,2356071
891132212,Styre,2356071
891132212,Styre,8073271
955522907,Kontaktperson,9189499
955522907,Styre,9189499
916991452,Daglig leder,4874904
916991452,Styre,4874904
916991452,Styre,6274682
862380592,Daglig leder,8542513
862380592,Styre,5534750
862380592,Styre,8542513
980468631,Daglig leder,1431960
980468631,Styre,1431960
911681226,Daglig leder,6145677
911681226,Styre,6145677
924535407,Daglig leder,3879506
924535407,Styre,2145445
977675049,Daglig leder,9933908
977675049,Styre,6921213
977675049,Styre,8779342
828956612,Daglig leder,8597140
828956612,Styre,2776476
828956612,Styre,5188322
828956612,Styre,5590617
828956612,Styre,4793891
828956612,Styre,2995054
961122422,Daglig leder,5751611
961122422,Styre,5706807
961122422,Styre,5751611
961122422,Styre,5706586
963039859,Daglig leder,7261373
963039859,Styre,7261373
963039859,Styre,8495690
948710854,Daglig leder,7261373
948710854,Styre,7261373
948710854,Styre,8495690
936653286,Daglig leder,8886256
936653286,Styre,8886256
936653286,Styre,7824064
929387384,Daglig leder,3098899
929387384,Styre,4842299
929387384,Styre,7924463
929387384,Styre,3098899
976895703,Daglig leder,1621205
976895703,Daglig leder,6237049
976895703,Deltakere,1621205
976895703,Deltakere,1719384
956378222,Daglig leder,3555039
956378222,Styre,4715451
956378222,Styre,6207702
911571757,Daglig leder,1050031
911571757,Styre,6414436
911571757,Styre,7062946
911571757,Styre,4321921
911571757,Styre,7867048
911571757,Styre,1050031
879207142,Daglig leder,4657856
879207142,Styre,4657856
879207142,Styre,9519878
879207142,Styre,1846793
980401359,Daglig leder,8622802
980401359,Styre,8622802
980401359,Styre,7103575
980401359,Styre,5694779
976562909,Daglig leder,1302489
976562909,Styre,1302489
976562909,Styre,7251301
923745475,Daglig leder,1129219
923745475,Styre,1865378
923745475,Styre,1129219
923745475,Styre,7184965
979836546,Daglig leder,8275529
979836546,Styre,4753054
979836546,Styre,4879470
919807326,Daglig leder,9527712
919807326,Styre,6876683
919807326,Styre,2737836
919807326,Styre,2245953
919807326,Styre,3289847
926195670,Daglig leder,2721317
926195670,Styre,2721317
926195670,Styre,6169750
926195670,Styre,9650142
812187082,Daglig leder,6998664
812187082,Styre,6998664
812187082,Styre,7838224
812187082,Styre,7599122
977218683,Daglig leder,9615753
977218683,Styre,5956560
977218683,Styre,9615753
977218683,Styre,7250099
977218683,Styre,4551268
980386678,Daglig leder,1450208
980386678,Styre,3418359
980386678,Styre,1450208
980386678,Styre,3680179
980647943,Daglig leder,2891371
980647943,Styre,8102766
980647943,Styre,2891371
980647943,Styre,3309852
980647943,Styre,8348182
980647943,Styre,2249391
980647943,Styre,5264450
931298224,Daglig leder,9967391
931298224,Styre,9107101
931298224,Styre,3486349
931298224,Styre,2640779
914168244,Daglig leder,5727013
914168244,Styre,5727013
914168244,Styre,8485455
921705042,Daglig leder,3676395
921705042,Styre,3676395
822774822,Daglig leder,6347605
822774822,Styre,6347605
929792114,Daglig leder,5782383
929792114,Styre,5782383
929792114,Styre,4092843
929263979,Daglig leder,2542178
929263979,Styre,3637588
929263979,Styre,2542178
929263979,Styre,4493845
929593928,Daglig leder,2666633
929593928,Styre,2666633
913154428,Daglig leder,2261507
913154428,Styre,2261507
913154428,Styre,1857007
913154428,Styre,2267966
913154428,Styre,3150987
931913603,Daglig leder,3006346
931913603,Styre,3006346
979713126,Daglig leder,4555823
979713126,Styre,4555823
979713126,Styre,5978484
917871167,Daglig leder,5801137
917871167,Styre,5801137
917871167,Styre,6789796
931075136,Daglig leder,8107976
931075136,Styre,4327625
931075136,Styre,9568711
930395404,Daglig leder,8116421
930395404,Styre,1603412
930395404,Styre,3683260
930395404,Styre,8116421
979278799,Daglig leder,8116421
979278799,Styre,1603412
979278799,Styre,8116421
979278799,Styre,3683260
918319034,Daglig leder,7494468
918319034,Styre,9009536
918319034,Styre,1897329
918319034,Styre,2975861
918319034,Styre,4852996
918319034,Styre,6725112
933661059,Daglig leder,9802940
933661059,Styre,6253820
933661059,Styre,2974528
933661059,Styre,4678056
933661059,Styre,1484555
925344966,Daglig leder,8282856
925344966,Styre,8282856
925344966,Styre,3085948
926311158,Daglig leder,4378850
926311158,Styre,3532894
926311158,Styre,7938345
926311158,Styre,4378850
926311158,Styre,4415663
926311158,Styre,6067947
927163632,Daglig leder,3831520
927163632,Styre,3831520
927163683,Daglig leder,3831520
927163683,Styre,3831520
927163519,Daglig leder,3831520
927163519,Styre,3831520
980735664,Daglig leder,1214397
980735664,Styre,8309564
980735664,Styre,9085961
980735664,Styre,1214397
971076402,Daglig leder,8575773
971076402,Styre,6754671
971076402,Styre,6617426
971076402,Styre,4369952
971076402,Styre,2427277
971076402,Styre,7698007
971076402,Styre,1481128
971076402,Styre,3088399
921116845,Daglig leder,3107631
921116845,Styre,3107631
932983915,Daglig leder,9419947
932983915,Styre,7581671
932983915,Styre,9419947
932983915,Styre,9685271
920332625,Daglig leder,6495704
920332625,Styre,8648766
920332625,Styre,9543467
920332625,Styre,6495704
920332625,Styre,1323480
927591464,Daglig leder,3199674
927591464,Styre,3199674
927066440,Daglig leder,1693443
927066440,Styre,7070538
927066440,Styre,5893071
