organisasjonsnummer,navn,organisasjonsform,registreringsdatoEnhetsregisteret,antallAnsatte,forretningsadresse,stiftelsesdato,vedtektsdato,vedtektsfestetFormaal,aktivitet,links,sisteInnsendteAarsregnskap,kommune,overordnetEnhet
828414852,SPORT OUTLET MADLA 82 AS,Aksjeselskap,2021-12-20,13,"Amfi Madla, Madlakrossen 7, 4042 HAFRSFJORD",2021-11-17,2022-01-04,"Drive engros- og detaljhandel av sportsutstyr og andre produkter,, herunder å delta i andre selskap med lignende virksomhet.",Engroshandel med sportsutstyr.,[],2022,STAVANGER,nan
916898843,SPORT OUTLET SANDNES AS,Aksjeselskap,2016-03-15,11,"Vågsgata 16, 4306 SANDNES",2016-02-25,2016-10-31,"Drive detaljsalg av sportsutstyr og andre produkter, herunder å delta, i andre selskap med lignende virksomhet.",Detaljsalg av sportsutstyr.,[],2022,SANDNES,nan
963025084,SPORTY INTERSPORT AS,Aksjeselskap,1995-02-20,63,"Madlakrossen 9, 4042 HAFRSFJORD",1991-12-27,2020-11-09,"Handel og agentur innen sports- og fritidsbransjen, og annet som står i forbindelse dermed, herunder, aksjetegning og deltakelse i annen virksomhet.","Handel og agentur innen sports- og fritidsbransjen, og annet som står i forbindelse dermed, herunder, aksjetegning og deltakelse i annen virksomhet.",[],2022,STAVANGER,nan
926104837,SPRINKTEC AS,Aksjeselskap,2020-12-04,11,"Stavangerveien 28, 4313 SANDNES",2020-11-03,2023-07-05,"Prosjektering og levering av stasjonære slokkeanlegg og dertil, tilhørende virksomhet. Selskapet kan også gjennom aksjekjøp eller på, annen måte gjøre seg interessert i andre foretak uansett formål og, selskapsform.",Produksjon og montering av sprinkleranlegg.,[],2022,SANDNES,nan
976993241,ST. JOHANNES SOKN,Den norske kirke,1997-01-27,68,"Høgsfjordgata 8, 4014 STAVANGER",,,NaN,Sokn,[],,STAVANGER,nan
974676966,STACAP AS,Aksjeselskap,1995-07-11,26,"Lura, Gamle Stokkavei 1, 4313 SANDNES",1995-07-06,2006-12-14,"Tekstilhandel, herunder å delta i andre selskaper med lignende, virksomhet.",Drive tekstilhandel og hva dermed står i forbindelse.,[],2022,SANDNES,nan
826942002,STAFR CONSULTING AS,Aksjeselskap,2021-04-14,12,"Niels Juels gate 50, 4008 STAVANGER",2021-02-22,2022-11-28,Drive byggteknisk konsulentvirksomhet.,"Konsulenttjenester innen anlegg og eiendom, (prosjektadministrasjonsselskap).",[],2022,STAVANGER,nan
878661842,STANGELAND HANDEL AS,Aksjeselskap,1997-06-30,17,"Bergevikvegen 65, 4110 FORSAND",1997-01-01,1997-01-01,"Dagligvarehandel, samt beslektet forretnings-, virksomhet.",Butikkhandel med dagligvarer.,[],2022,SANDNES,nan
975825337,STARKEY NORWAY AS,Aksjeselskap,1995-10-24,13,"Auglendsdalen 81, 4017 STAVANGER",1995-10-20,2020-03-31,"Handel og forretningsmessig tjenesteyting samt, hva hermed står i forbindelse.",Salg og service av høreapparater og audiologiske instrumenter.,[],2022,STAVANGER,nan
921018924,STATENS UNDERSØKELSESKOMMISJON FOR HELSE- OG OMSORGSTJENESTEN,Organisasjonsledd,2018-06-18,29,"Forusparken 2, 4031 STAVANGER",,,NaN,"Statens undersøkelseskommisjon for helse- og omsorgstjenesten er en, uavhengig statlig virksomhet som skal undersøke alvorlige hendelser og, andre alvorlige forhold som kan påvirke pasient- og brukersikkerheten, i helse- og omsorgstjenesten. Kommisjonen skal rette sine anbefalinger, til alle relevante aktører i helsesektoren, inkludert eiere,, tilsynsmyndigheter og andre.",[],,STAVANGER,983887406
974763230,STATSFORVALTAREN I ROGALAND,Organisasjonsledd,1995-08-09,194,"Lagårdsveien 44, 4010 STAVANGER",,,NaN,Offentlig forvaltning,[],,STAVANGER,972417858
976855612,STAV ARKITEKTER AS,Aksjeselskap,1996-10-28,16,"Øvre Banegate 28, 4014 STAVANGER",1996-07-10,2018-01-25,"Arkitektvirksomhet og hva dermed står i, forbindelse. Selskapet kan delta i kjøp/salg av, eiendom og verdipapir. Selskapet kan leie ut, utstyr, spesielt for arkitektvirksomhet.","Drive med arkitektvirksomhet og hva dermed står i forbindelse., Selskapet kan delta i kjøp/salg av eiendom og verdipapir. Selskapet, kan også leie ut utstyr, spesielt for arkitektkontor.",[],2022,STAVANGER,nan
979890745,STAVANGER ARTISTBYRÅ AS,Aksjeselskap,1998-06-16,18,"Madlaveien 76, 4009 STAVANGER",1998-05-18,2022-11-30,"Aksjeinvestering, investering i fast eiendom, artistbyrå og hva dermed, står i forbindelse, herunder deltakelse i andre foretak med lignende, virksomhet. I tillegg engrosvirksomhet av frukt og grønt.","Aksjeinvestering, investering i fast eiendom, artistbyrå og hva dermed, står i forbindelse, herunder deltakelse i andre foretak med lignende, virksomhet. I tillegg engrosvirksomhet av frukt og grønt.",[],2022,STAVANGER,nan
929993489,STAVANGER BEMANNING AS,Aksjeselskap,2022-10-06,33,"c/o Marius Log, Gjerdebakken 6, 4027 STAVANGER",2022-08-31,2023-01-13,"Selskapet skal selge tjenester og varer innen bemanning som inkluderer, servering, flytting, montering, riving og annet lignende arbeid - og, annet som naturlig sammenfaller med dette - samt deltakelse i andre, selskaper, investeringer og nærliggende virksomhet.","Selge alle slags tjenester innenfor flytting, servering, montering,, riving og annen bemanning.",[],2022,STAVANGER,nan
938527024,Stavanger Bygg AS,Aksjeselskap,1995-02-19,49,"Luramyrv 73 A, 4313 SANDNES",1985-12-02,2017-08-22,"Drive handel og montering av bygningsartikler,, samt å delta som aksjonær eller interessent i, andre selskaper og alt som hermed står i for-, bindelse.,  ","Drive handel og montering av bygningsartikler,, samt å delta som aksjonær eller interessent i, andre selskaper og alt som hermed står i for-, bindelse.,  ",[],2022,SANDNES,nan
896167782,STAVANGER CHEERSPORT KLUBB,Forening/lag/innretning,2010-11-17,17,"Ishockeyveien 11, 4021 STAVANGER",2010-08-30,,NaN,Idrettslag.,[],,STAVANGER,nan
813285312,STAVANGER EIENDOMSMEGLING AS,Aksjeselskap,2014-02-25,10,"Løkkeveien 52, 4008 STAVANGER",2014-02-17,2014-02-17,Eiendomsmegling i eget navn og dertil knyttet virksomhet.,"Eiendomsmegling, bolig-næring og prosjektmegling.",[],2022,STAVANGER,nan
969939274,STAVANGER GOLFKLUBB,Forening/lag/innretning,1995-02-20,17,"Longebakke 45, 4042 HAFRSFJORD",1956-04-05,,NaN,Golfklubb.,[],2022,STAVANGER,nan
940555450,STAVANGER HAANDVÆRKERSTIFTELSE ALDERS HVILE,Forening/lag/innretning,1995-02-20,53,"Nedstrandsgata 25, 4014 STAVANGER",1859-02-14,,NaN,"Å eie og drive hjemmet ""Alders Hvile"". Stiftelsend skal yte gamle og, verdige håndverksborgere og deres ektefeller opphold på hjemmet, ""Alders Hvile""",[],2022,STAVANGER,nan
870923422,STAVANGER IF FOTBALL,Forening/lag/innretning,1995-02-20,16,"Banksjef Kleppes gate 10, 4019 STAVANGER",1905-09-17,,NaN,"Idrettsforening, fotball.",[],2005,STAVANGER,nan
970403507,STAVANGER IF HÅNDBALL,Forening/lag/innretning,1995-02-20,15,"Gunnar Warebergs gate 3, 4021 STAVANGER",1905-09-17,,NaN,Idrettsforening / håndball.,[],2020,STAVANGER,nan
952709003,STAVANGER INSTALLASJON AS,Aksjeselskap,1995-02-19,59,"Auglendsdalen 79, 4017 STAVANGER",1989-08-25,2003-04-23,"Elektroinstallasjon og salg av elektroutstyr samt, hva hermed står i forbindelse, herunder å delta i, andre selskaper med lignende virksomhet.","Elektroinstallasjon og salg av elektroutstyr samt, hva hermed står i forbindelse, herunder å delta i, andre selskaper med lignende virksomhet.",[],2022,STAVANGER,nan
975859193,STAVANGER JAZZFORUM,Forening/lag/innretning,1995-11-07,14,"Sandvigå 7, 4007 STAVANGER",1995-03-06,,NaN,"Stavanger Jazzforum er en idealistisk organisasjon som jobber fro å, fremme miljø for improvisert musikk. Vi arrangerer ukentlige, jazzklubber i tillegg til enkelte større konserter.",[],,STAVANGER,nan
976993403,STAVANGER KIRKELIGE FELLESRÅD,Den norske kirke,1996-12-31,244,"Klubbgata 1, 4013 STAVANGER",1996-06-06,,NaN,"Virksomhet i henhold til Lov om Den norske kirke av 6 juni 1996 og, Lov om kirkegårder, krematorier og gravferd av 6 juni 1996.",[],,STAVANGER,nan
964965226,STAVANGER KOMMUNE,Kommune,1995-06-07,17155,"Øvre Kleivegate 15, 4005 STAVANGER",,,NaN,Kommune,[],,STAVANGER,nan
976662903,STAVANGER KOMMUNE BY- OG SAMFUNNSPLANLEGGING,Organisasjonsledd,1996-09-01,124,"Olav Kyrres gate 23, 4005 STAVANGER",1996-01-01,,NaN,,[],,STAVANGER,964965226
874773182,STAVANGER KOMMUNE BYMILJØ OG UTBYGGING,Organisasjonsledd,1996-09-01,1217,"Olav Kyrres gate 19, 4005 STAVANGER",1988-04-01,,NaN,,[],,STAVANGER,964965226
874766852,STAVANGER KOMMUNE HELSE OG VELFERD,Organisasjonsledd,1996-09-01,7573,"Arne Rettedals gate 12, 4008 STAVANGER",1969-02-01,,NaN,Kommune,[],,STAVANGER,964965226
974781042,STAVANGER KOMMUNE SENTRALADMINISTRASJON,Organisasjonsledd,1996-09-01,815,"Olav Kyrres gate 19, 4005 STAVANGER",1995-01-01,,NaN,,[],,STAVANGER,964965226
918439293,Stavanger Optikk AS,Aksjeselskap,1995-02-19,19,"Østervåg 26-28, 4013 STAVANGER",1979-03-20,2005-06-23,Handel og håndverk.,"Butikkhandel med ur, foto og optiske artikler.",[],2022,STAVANGER,nan
974782766,STAVANGER PARKERINGSSELSKAP KF,Kommunalt foretak,1996-09-01,42,"St. Olavs gate 6, 4005 STAVANGER",2002-04-04,2002-04-04,"Å forestå all avgiftsbelagt parkering på offentlig vei, og forestå, håndheving av parkeringsbestemmelsene og annen trafikkhåndheving som, er delegert til Stavanger kommune med hjemmel i Vegtrafikkloven., Foretaket skal ha ansvar for bygging, drift og vedlikehold av, kommunale offentlige parkeringsanlegg utenfor offentlig vei., Foretaket kan engasjere seg i tiltak som har betydning for, parkeringssituasjonen og beslektede tiltak i kommunen., Foretaket kan også engasjere seg i slike oppgaver utenfor Stavanger.","Drift og forvaltning av kommunale parkeringshus i Stavanger kommune., Forvaltning og håndheving av vegtrafikkloven på delegert myndighet fra, Politimesteren i Rogaland.",[],,STAVANGER,964965226
971080426,STAVANGER SANITETSFORENING,Forening/lag/innretning,1995-02-20,15,"Madlaveien 13, 4008 STAVANGER",1897-09-10,,NaN,"Sosialtjenester ellers. Lokalforening av Norske Kvinners, Sanitetsforening, som er en humanitærorganisasjon som arbeider, innenfor området helse og sosialtjenester.",[],,STAVANGER,nan
969936178,STAVANGER SEILFORENING,Forening/lag/innretning,1995-02-20,19,"Karen A. Sømmes vei 3, 4077 HUNDVÅG",1906-06-29,,NaN,Seilforening,[],,STAVANGER,nan
976924487,STAVANGER SPAREKASSES SYKEHJEM,Stiftelse,1997-02-12,48,"Vikedalsgata 21, 4012 STAVANGER",1973-12-31,,NaN,Sykehjem.,[],2022,STAVANGER,nan
874247502,STAVANGER SYMFONIORKESTER STIFTELSE,Stiftelse,1995-03-12,109,"Sandvigå 1, 4007 STAVANGER",1984-10-29,,NaN,"Stavanger symfoniorkester formidler orkestermusikk gjennom konserter, lokalt, nasjonalt og internasjonalt, samt, radio-/fjernsynsproduksjoner og fonogramproduksjoner.",[],2022,STAVANGER,nan
971132957,STAVANGER TAXI AS,Aksjeselskap,1995-03-12,39,"Geitastova 14, 4031 STAVANGER",1915-02-01,2020-02-18,"Formidling av drosjetjenester, ivareta yrkesmessige interesser for, tilsluttede innehavere av drosjeløyve, samt drive annen, forretningsvirksomhet i tilknytning til dette.","Formidling av drosjetjenester. Ivareta yrkesmessige interesser for, tilsluttede innehavere av drosjeløyve.",[],2022,STAVANGER,nan
947853171,STAVANGER TENNISKLUBB,Forening/lag/innretning,1995-03-12,54,"Gunnar Warebergs gate 9, 4021 STAVANGER",1902-04-19,,NaN,Tennisklubb.,[],,STAVANGER,nan
946846856,STAVANGER TURISTFORENING,Forening/lag/innretning,1995-02-20,76,"Olav Vs gate 18, 4005 STAVANGER",1970-01-01,,NaN,"Å tilrettelegge mulighetene for friluftsliv, fjellvandring og, skiløping. Haukeliseter Fjellstue er en betjent turisthytte åpen hele, året. Preikestolen Fjellstue og Vandrerhjem er åpen og betjent hele, året.",[],2022,STAVANGER,nan
970179453,STAVANGER TURNFORENING,Forening/lag/innretning,1995-02-20,35,"Rektor Oldens gate 2, 4022 STAVANGER",1861-05-17,,NaN,Gymnastikk og turn for barn - unge - eldre.,[],2022,STAVANGER,nan
928487970,STAVANGER URBAN FOLKEHØYSKOLE AS,Aksjeselskap,2022-01-05,19,"Dues vei 9, 4009 STAVANGER",2021-11-26,2022-11-16,"Være en frilynt og frittstående folkehøyskole i samsvar med den, grunnleggende folkehøyskole tradisjonen hvor undervisningen har vekt, på samfunnets bærekraftige utvikling med endringer i økonomi,, ressursproduktivitet og klima.",Folkehøyskoleundervisning.,[],2022,STAVANGER,nan
917351090,STAVANGER UTVIKLING KF,Kommunalt foretak,2016-06-22,16,"Bergelandsgata 30, 4012 STAVANGER",2016-06-13,2022-03-28,"Foretakets formål skal være å eie, erverve, utvikle og selge, eiendom/utbyggingsområder.,  , Foretaket skal drives etter forretningsmessige prinsipper, men skal, også utvise et samfunnsansvar ved utøvelse av virksomheten.,  , Foretaket kan være eier eller medeier i aksjeselskap som driver, eiendoms- og utbyggingsvirksomhet.","Foretaket skal eie, erverve, utvikle/byggemodne og selge, eiendom/utbyggingsområder. Foretaket kan være eier eller medeier i, aksjeselskap som driver eiendoms- og utbyggingsvirksomhet.",[],,STAVANGER,964965226
971554940,STEINERSKOLEN I STAVANGER,Stiftelse,1995-02-20,45,"Skolevollen 19, 4017 STAVANGER",1981-11-10,,NaN,"Drive Steinerskolen i Stavanger, samt tilhørende skolefritidsordning.",[],2022,STAVANGER,nan
970444459,STIFTELSEN FOLKEN,Stiftelse,1995-03-12,18,"Løkkeveien 24, 4008 STAVANGER",,2015-05-04,NaN,"Bidra til å skape et aktivt og stimulerende miljø for studenter og, andre.",[],2022,STAVANGER,nan
974118580,STIFTELSEN FRUE GAMLEHJEM,Stiftelse,1995-02-23,42,"Grannesveien 13, 4020 STAVANGER",1919-04-27,,NaN,"Stiftelsens formål er å eie og sørge for drift av eiendommene slik at, pensjonærene og beboerne får en god og trygg tilværelse i sin, alderdom.",[],2022,STAVANGER,nan
971339012,STIFTELSEN KRISTEN TJENESTE,Stiftelse,1995-02-20,14,"Lagerveien 21, 4033 STAVANGER",1990-09-12,,NaN,"a) yte bidrag til kristen forkynnelse og evangelisering, b) yte bidrag til kristent hjelpearbeid av humanitær karakter, c) forvalte menigheten Kristen Tjeneste sine eiendeler - faste som, rørlige, formue og inntekt.",[],2022,STAVANGER,nan
969939851,STIFTELSEN OFFSHORE NORTHERN SEAS,Stiftelse,1995-03-12,12,"Haakon VIIs gate 8, 4005 STAVANGER",1981-02-04,,NaN,"Internasjonalt forum for formidling av informasjon om ulike sider ved, leting etter, utvinning, transport, videreforedling og markedsføring, av petroleumsforekomster i nordlige hav- og landområder.",[],2022,STAVANGER,nan
971427191,STIFTELSEN SANDNES GAMLEHJEM,Stiftelse,1995-02-20,19,"2 etasje, Solaveien 3, 4307 SANDNES",1965-12-31,,NaN,"Å eie, leie og forestå drift av alders-, pleie- og serviceboliger for, eldre bosatt i Sandnes kommune. Sammen med drift av slike boliger, hører også pleie av og tilsyn med beboerne, drift av velferdssentra,, leveranser av mat samt drift av restaurant/kafeteria.",[],2022,SANDNES,nan
953051605,STIFTELSEN SR BANK BARNEHAGE,Stiftelse,1995-03-12,23,"Åsta Kongsmors gate 22, 4044 HAFRSFJORD",1989-02-17,2021-06-15,Drift av barnehage.,Drift av barnehage.,[],2022,STAVANGER,nan
859634192,STIFTELSEN STAVANGER ISHALL,Stiftelse,1995-02-19,14,"Ishockeyveien 7, 4021 STAVANGER",1968-10-15,2016-05-18,"Drive ishall samt eventuelt å delta i andre idrettsfremmende tiltak i, Stavanger kommune, herunder eie og/eller drive andre idrettslag.","Drive ishall og delta i andre idrettsfremmende, tiltak i Stavanger.",[],2022,STAVANGER,nan
980049515,STIFTELSEN ULLANDHAUG ØKOLOGISKE GÅRD,Stiftelse,1998-08-31,23,"Ullandhaugveien 150, 4021 STAVANGER",1997-12-01,2013-03-06,"Allmennyttig og eie, hvis ikke utrykkelig avtalt eller fremgår av, sammenhengen, de bygninger, maskiner, redskaper og løst inventar som, er knyttet til den faste eiendommen. Stiftelsen skal bidra til å, etablere og utvikle møtesteder for sosiale, kulturelle og, næringsmessige initiativ både i forbindelse med økologisk dyrkning og, andre deler av samfunnslivet. I arbeidet tilstrebes et samvirke mellom, praktiske, sosiale og kulturelle aktiviteter.","Butikkhandel med dagligvarer, videreforedling av jord- og, hagebruksprodukter, jord- og hagebruk.",[],2022,STAVANGER,nan
895169102,STOLT BOLIG AS,Aksjeselskap,2010-02-13,37,"Folkvordveien 11, 4318 SANDNES",2010-01-20,2010-01-20,"Entreprenørvirksomhet innen bygg og eiendom, samt alt hva hermed står, i forbindelse.",Entreprenørvirksomhet innen bygg og eiendom.,[],2022,SANDNES,nan
894710012,STORHAUG RIDEKLUBB,Forening/lag/innretning,2009-10-31,25,"Sørnestunet 11, 4015 STAVANGER",2009-09-29,,NaN,Rideklubb.,[],,STAVANGER,nan
912037029,STRAEN GYMNASTIKK- OG TURNFORENING,Forening/lag/innretning,2013-06-06,12,"c/o Marte Magnus Johannessen, Nålestien 20, 4018 STAVANGER",2013-05-26,,NaN,"Idrettslagets formål er å drive idrett organisert i Norges, idrettsforbund og olympiske og paralympiske komité (NIF). Arbeidet, skal preges av frivillighet, demokrati, lojalitet og likeverd. All, idrettslig aktivitet skal bygge på grunnverdier som idrettsglede,, fellesskap, helse og ærlighet.",[],,STAVANGER,nan
938130027,STRATUM RESERVOIR (NORWAY) AS,Aksjeselskap,1995-02-19,102,"Fabrikkveien 37, 4033 STAVANGER",1985-12-23,2021-12-23,"Drive reservoarteknisk laboratorievirksomhet,, kjernebehandling, kjerneanalyser, geologisk, preparering, kjernelagertjenester, konsulentvirk-, somhet, produktutvikling og oppdragsbasert, forskning og utvikling i form av prosjekter samt, offshore virksomhet relatert til ovennevnte, tjenester. Selskapet skal videre drive markeds-, føring av produkter og tjenester og alt som står i, forbindelse med dette, samt delta i andre, selskaper.","Drive reservoarteknisk laboratorievirksomhet,, kjernebehandling, kjerneanalyser, geologisk, preparering, kjernelagertjenester, konsulentvirk-, somhet, produktutvikling og oppdragsbasert, forskning og utvikling i form av prosjekter samt, offshore virksomhet relatert til ovennevnte, tjenester. Selskapet skal videre drive markeds-, føring av produkter og tjenester og alt som står i, forbindelse med dette, samt delta i andre, selskaper.",[],2022,STAVANGER,nan
954676250,STUDENTSAMSKIPNADEN I STAVANGER,Annet foretak iflg. særskilt lov,1995-02-19,180,"Rennebergstien 30, 4021 STAVANGER",,2012-12-12,Ta seg av studentenes velferdsbehov ved det enkelte lærested.,"Velferdsorganisasjon for studenter i Rogaland., Forretningsmessige tiltak er bokhandel og kantine-, drift.",[],2022,STAVANGER,nan
967671320,STUDIO ALF AVD STAVANGER AS,Aksjeselskap,1995-02-20,18,"Lars Hertervigs gate 6, 4005 STAVANGER",1993-07-01,2000-12-22,"Eie og drive frisørvirksomhet samt annen, virksomhet som naturlig hører inn under disse, virksomheter.","Eie og drive frisørvirksomhet samt annen, virksomhet som naturlig hører inn under disse, virksomheter.",[],2022,STAVANGER,nan
921615302,STUDIO OKER AS,Aksjeselskap,2018-10-25,12,"Kvitsøygata 15, 4014 STAVANGER",2018-10-10,2022-09-05,Design og markedsføring.,"Grafisk design og markedsføringResearch. Merkevare-/designstrategi., Identitetsdesign. Digital produkt- og servicedesign. Innholdsstrategi., Retaildesign. Pakningsdesign. Animasjon. Idé",[],2022,STAVANGER,nan
916542097,STUERENT AS,Aksjeselskap,2016-01-21,12,"Bryggerikaien 24, 4014 STAVANGER",2015-11-03,2015-11-03,"Renholdvirksomhet, delta i  og eie selskap med samme eller lignende, virksomhet og hva hermed står i forbindelse.","Renholdvirksomhet, delta i  og eie selskap med samme eller lignende, virksomhet og hva hermed står i forbindelse.",[],2022,STAVANGER,nan
922324522,STYLING HABITATS AS,Aksjeselskap,2019-03-04,11,"Peer Gynts vei 2, 4019 STAVANGER",2019-02-18,2020-03-09,Boligstyling samt reklamering for bedrifter isosiale media.,"Boligstyling samt reklamering for bedrifter i sosiale media.,  ",[],2022,STAVANGER,nan
927482568,STØYB AS,Aksjeselskap,2021-07-29,10,"Gamle Forusveien 10A, 4031 STAVANGER",2021-06-30,2021-06-30,"Betongentrepenør, bygg og anlegg samt det som står i naturlig, forbindelse med dette.","Betongentrepenør, bygg og anlegg.",[],2022,STAVANGER,nan
922720312,SUMO HALL TOLL AS,Aksjeselskap,2019-05-08,103,"Skansegata 2, 4006 STAVANGER",2019-04-08,2019-04-08,"Drift av restaurant, samt beslektet virksomhet. Selskapet kan også, gjennom aksjekjøp eller på annen måte gjøre seg interessert i andre, foretak uansett formål og selskapsform.",Drift av restaurant.,[],2022,STAVANGER,nan
826520272,SUMO SANDNES AS,Aksjeselskap,2021-02-03,39,"Vågsgata 33, 4306 SANDNES",2020-12-09,2020-12-09,"Drift av restaurant, samt beslektet virksomhet. Selskapet kan også, gjennom aksjekjøp eller på annen måte gjøre seg interessert i andre, foretak uansett formål og selskapsform.",Restaurantdrift.,[],2022,SANDNES,nan
930086177,SUNDEBYGG PRO AS,Aksjeselskap,2022-10-24,13,"Dusavikveien 37, 4007 STAVANGER",2022-10-06,2022-10-06,Oppføring av bygninger.,"Oppføring av bygninger, snekkerarbeider og etterarbeid.",[],2022,STAVANGER,nan
921280882,SUSHI TASTA AS,Aksjeselskap,2018-08-22,19,"Randabergveien 28, 4025 STAVANGER",2018-08-08,2018-10-15,"Fremstilling/salg av sushi og andre produkter som naturlig faller, sammen med dette, herunder å delta i andre selskaper med lignende, virksomhet. Kjøp og salg av aksjer, eller på annen måte gjøre seg, interessert i andre foretagender.","Fremstilling/salg av sushi og andre produkter som naturlig faller, sammen med dette.",[],2022,STAVANGER,nan
918037152,SUVERENT AS,Aksjeselskap,2016-11-10,15,"Idrettsbakken 5A, 4077 HUNDVÅG",2016-10-23,2016-10-23,"Utførelse av profesjonelle tjenester som, inkluderer renhold med hovedvekt på vinduspuss og fasadevask samt, håndverker tjenester og vaktmester tjenester, til private og bedrifter, og andre tjenester og produkter som naturlig faller sammen med dette,, herunder å delta i andre selskaper med lignende virksomhet, kjøp og, salg av aksjer, eller på annen måte gjøre seg interessert i andre, foretagender samt kjøp, salg og utleie av fast eiendom.","Utførelse av profesjonelle tjenester som, inkluderer renhold med hovedvekt på vinduspuss og fasadevask samt, håndverker tjenester og vaktmester tjenester, til private og bedrifter, og andre tjenester og produkter som naturlig faller sammen med dette.",[],2022,STAVANGER,nan
891132212,SVANHILD VESTBØSTAD AS,Aksjeselskap,2007-04-27,22,"Postveien 142A, 4317 SANDNES",2007-03-26,2010-10-01,"Selv, gjennom hel- eller deleide selskaper eller ved samarbeide med, andre virksomheter, å forestå drift av dagligvareforretning og annen, virksomhet beslektet med denne.",Dagligvare.,[],2022,SANDNES,nan
955522907,SVEINS SNARKJØP AS,Aksjeselskap,1995-02-19,24,"Boganesveien 122, 4032 STAVANGER",1989-12-27,2000-05-15,"Handelsvirksomhet, kjøp og salg, og tjenesteytende virksomhet samt hva, hermed står i forbindelse, herunder å delta i andre selskaper med, lignende virksomhet.",Handel og hva dermed står i forbindelse.,[],2022,STAVANGER,nan
916991452,SVELA BYGG AS,Aksjeselskap,2016-04-08,19,"Luramyrveien 23, 4313 SANDNES",2016-01-15,2017-01-03,"Kjøp og salg av eiendom, oppføring av bygninger, samt hva herved står, i forbindelse.","Kjøp og salg av eiendom, oppføring og salg av eiendom.",[],2022,SANDNES,nan
862380592,SVERDRUP STEEL AS,Aksjeselskap,1995-03-12,50,"Strandsvingen 2, 4032 STAVANGER",1991-08-28,2022-06-20,Handel og hva dermed står i forbindelse.,"Saging og kapping av metaller. Overflatebehandling av metaller., Engroshandel med metaller.",[],2022,STAVANGER,nan
980468631,SVERRE HAGA AS,Aksjeselskap,1999-01-26,15,"Hommersåkveien 250, 4311 HOMMERSÅK",1999-01-02,2023-06-08,"Selge og arrangere reiser, delta i selskaper med lignende virksomhet, og hva som dermed står i forbindelse.","Selge og arrangere reiser, delta i selskaper med lignende virksomhet, og hva som dermed står i forbindelse. Bussutleie og rutebusskjøring.",[],2022,SANDNES,nan
911681226,SVILAND BISTRO AS,Aksjeselskap,2013-03-16,10,"Espelandveien 249, 4337 SANDNES",2013-02-15,2021-08-19,Drift av restaurant og virksomhet i sammenheng med dette.,Drift av restaurant og virksomhet i sammenheng med dette.,[],2022,SANDNES,nan
924535407,SVILAND FUS BARNEHAGE AS,Aksjeselskap,2020-02-03,17,"Svilandveien 215, 4337 SANDNES",2019-09-24,2019-09-24,Drive barnehage.,Drive barnehage,[],2022,SANDNES,nan
977675049,SVILAND TRANSPORT AS,Aksjeselskap,1997-05-30,48,"Fosseikeveien 19, 4323 SANDNES",1997-05-15,2003-09-01,"Transportvirksomhet og alt hva dermed står i forbindelse, herunder å, delta i andre selskaper med lignende vriksomhet.",Transport av gods på veg.,[],2022,SANDNES,nan
828956612,SVIPP AS,Aksjeselskap,1995-02-19,36,"Larsamyrå 10, 4313 SANDNES",1980-05-20,2020-10-14,"Godstransport med tilhørende aktiviteter. Videre utleie av alle typer, biler, kjøp og salg av transportmidler. Kjøp, drift, utleie og salg av, eiendommer. Deltakelse i andre foretak.","Kjøp og salg av transportmidler. Utleie av alle kjøretøy. Drift av, turbusser, varetransport samt alt som kan forbindes. Kjøp, drift og, salg av eiendommer. Deltakelse i andre foretak.",[],2022,SANDNES,nan
961122422,SVITHUN ELEKTRO AS,Aksjeselskap,1995-02-20,26,"Brannstasjonsveien 18, 4312 SANDNES",1991-06-20,2009-12-15,"Drive elektroinstallasjoner samt drive handel og, annen beslektet virksomhet. Selskapet kan også, kjøpe, selge og leie ut fast eiendom. Selskapet, kan ved aksjekjøp, kjøp av K/S andeler og ANS, andeler også gjøre seg interessert i andre, foretagender eller virksomheter.","Drive elektroinstallasjoner samt drive handel og, annen beslektet virksomhet. Selskapet kan også, kjøpe, selge og leie ut fast eiendom. Selskapet, kan ved aksjekjøp, kjøp av K/S andeler og ANS, andeler også gjøre seg interessert i andre, foretagender eller virksomheter.",[],2022,SANDNES,nan
963039859,SYKKELSHOP HILLEVÅG AS,Aksjeselskap,1995-02-20,12,"Torgv 15, 4016 STAVANGER",1991-12-20,1995-02-22,Handel og tjenesteytende virksomhet.,Handel og tjenesteytende virksomhet.,[],2022,STAVANGER,nan
948710854,SYKKELSHOP SANDNES AS,Aksjeselskap,1995-03-12,26,"Ivar Aasens gate 5, 4306 SANDNES",1988-05-01,2012-10-15,Handel og tjenesteytende virksomhet.,Handel og tjenesteytende virksomhet.,[],2022,SANDNES,nan
936653286,SYNSENTERET AS,Aksjeselskap,1995-02-19,22,"Kirkegata 26, 4006 STAVANGER",1985-02-26,2002-09-27,Omsetning av briller og optikk en detail.,Omsetning av briller og optikk en detail.,[],2022,STAVANGER,nan
929387384,SYSTEMAIR AS,Aksjeselskap,1995-02-19,135,"Luramyrveien 38, 4313 SANDNES",1962-01-02,2003-12-29,"Handelsvirksomhet samt teknisk og industriell, virksomhet.","Handelsvirksomhet samt teknisk og industriell, virksomhet.",[],2022,SANDNES,nan
